건물명,주소,입력주소,경도,위도
신미,신길동 340-1,서울시  신길동 340-1,126.907331,37.501305
건영,신길동 364,서울시  신길동 364,126.901144,37.505185
우성1,신길동 365,서울시  신길동 365,126.899831,37.505236
대성유니드,신길동 389,서울시  신길동 389,126.903017,37.501661
슈와이,신길동 401,서울시  신길동 401,126.904013,37.501599
신풍두산위브,신길동 425-8,서울시  신길동 425-8,126.908295,37.499593
대방,신길동 4312,서울시  신길동 4312,126.917603,37.497967
보라매두산위브,신길동 4497,서울시  신길동 4497,126.914514,37.497271
우창,신길동 4501,서울시  신길동 4501,126.912321,37.497224
우성2,신길동 4518,서울시  신길동 4518,126.911125,37.49779
한양,신길동 454-4,서울시  신길동 454-4,126.922423,37.510364
다울101동,신길동 456-19,서울시  신길동 456-19,126.921951,37.509405
우성3,신길동 4656,서울시  신길동 4656,126.909583,37.497307
삼성,신길동 4759,서울시  신길동 4759,126.91108,37.496213
보라매경남아너스빌,신길동 4780,서울시  신길동 4780,126.910242,37.494799
EL샤틀레,신길동 480,서울시  신길동 480,126.919115,37.498963
우성5,신길동 4933,서울시  신길동 4933,126.903439,37.506837
삼성래미안,신길동 4934,서울시  신길동 4934,126.914984,37.50625
신기목련,신길동 4935,서울시  신길동 4935,126.915,37.508224
한화꿈에그린,신길동 4937,서울시  신길동 4937,126.909568,37.50302
신길동자이,신길동 4938,서울시  신길동 4938,126.916522,37.506255
여의도리버뷰,신길동 4942,서울시  신길동 4942,126.921219,37.516264
선원 가와인,신길동 4943,서울시  신길동 4943,126.910603,37.511184
보라매 정은 벚꽃마을,신길동 4944,서울시  신길동 4944,126.910181,37.49588
래미안 영등포 프레비뉴,신길동 4945,서울시  신길동 4945,126.907788,37.504886
래미안에스티움,신길동 4950,서울시  신길동 4950,126.913635,37.500967
신길센트럴아이파크,신길동 4955,서울시  신길동 4955,126.904587,37.504127
보라매에스케이뷰,신길동 4958,서울시  신길동 4958,126.911559,37.507651
동훈노보빌,신길동 499,서울시  신길동 499,126.919041,37.499439
프리가,신길동 65-21,서울시  신길동 65-21,126.921284,37.513309
경남,신길동 67-1,서울시  신길동 67-1,126.91842,37.515815
루나플라체,신길동 69-20,서울시  신길동 69-20,126.922104,37.513695
한성,신길동 769-1,서울시  신길동 769-1,126.919295,37.504542
삼환,신길동 897-1,서울시  신길동 897-1,126.919271,37.506965
우디안3단지,신내동 214-4,서울시  신내동 214-4,127.11028,37.617666
데시앙,신내동 317,서울시  신내동 317,127.099294,37.610969
동성1,신내동 397,서울시  신내동 397,127.097176,37.610061
원당,신내동 408-2,서울시  신내동 408-2,127.097823,37.607164
벽산,신내동 437,서울시  신내동 437,127.100058,37.603091
경원,신내동 449-1,서울시  신내동 449-1,127.098432,37.605484
신내아트빌,신내동 450-1,서울시  신내동 450-1,127.098255,37.605113
중앙하이츠,신내동 479,서울시  신내동 479,127.097826,37.60311
라이프미성,신내동 487,서울시  신내동 487,127.098782,37.602784
조호그레이스2,신내동 492-26,서울시  신내동 492-26,127.099901,37.601035
조호그레이스,신내동 492-5,서울시  신내동 492-5,127.100184,37.601028
월드,신내동 493-158,서울시  신내동 493-158,127.099173,37.600372
신천빌리지,신내동 495-42,서울시  신내동 495-42,127.095909,37.599662
동성4,신내동 591,서울시  신내동 591,127.096516,37.606605
동성3,신내동 618,서울시  신내동 618,127.095939,37.608412
신내글로리움,신내동 640,서울시  신내동 640,127.092957,37.617039
신내6대주,신내동 650,서울시  신내동 650,127.091019,37.615267
진로,신내동 654,서울시  신내동 654,127.093253,37.614103
화성두산아파트,신내동 656,서울시  신내동 656,127.095355,37.613588
신내9진흥,신내동 657,서울시  신내동 657,127.094638,37.612024
신내(10단지),신내동 660,서울시  신내동 660,127.094614,37.609293
신내11대명,신내동 661,서울시  신내동 661,127.094093,37.607469
성원,신내동 783,서울시  신내동 783,127.094579,37.604743
건영2차,신내동 785,서울시  신내동 785,127.09574,37.601409
동성타워프라자,신내동 786,서울시  신내동 786,127.09728,37.60798
석탑,신내동 787,서울시  신내동 787,127.101081,37.603711
동성5,신내동 788,서울시  신내동 788,127.099178,37.608445
새한,신내동 795,서울시  신내동 795,127.101347,37.605092
다우훼밀리,신내동 796,서울시  신내동 796,127.09634,37.600531
동성7,신내동 797,서울시  신내동 797,127.097417,37.606017
광남,신내동 799,서울시  신내동 799,127.099869,37.607477
동광오뜨빌,신내동 800,서울시  신내동 800,127.099918,37.600585
영풍마드레빌,신내동 801,서울시  신내동 801,127.100074,37.60547
우남푸르미아,신내동 802,서울시  신내동 802,127.098832,37.606145
대성유니트,신내동 803,서울시  신내동 803,127.096439,37.602658
경남아너스빌,신내동 804,서울시  신내동 804,127.096722,37.603624
하이 1 (113-5),신당동 113-5,서울시  신당동 113-5,127.017613,37.564139
신당역솔하임,신당동 140-23,서울시  신당동 140-23,127.021219,37.565386
신당아르브,신당동 160-5,서울시  신당동 160-5,127.023308,37.564916
삼성V아파트B동,신당동 290-44,서울시  신당동 290-44,127.01584,37.561232
대성드림,신당동 290-52,서울시  신당동 290-52,127.015567,37.561329
청구드림,신당동 290-90,서울시  신당동 290-90,127.015719,37.560979
청구파크뷰,신당동 292-35,서울시  신당동 292-35,127.015784,37.56207
타워,신당동 294-12,서울시  신당동 294-12,127.014665,37.560222
성지,신당동 333-9,서울시  신당동 333-9,127.013824,37.556224
(340-127),신당동 340-127,서울시  신당동 340-127,127.012446,37.555978
(340-45),신당동 340-45,서울시  신당동 340-45,127.012674,37.556719
남산정은스카이,신당동 366-126,서울시  신당동 366-126,127.007746,37.549397
약수(372-13),신당동 372-13,서울시  신당동 372-13,127.011018,37.553569
약수(372-2796),신당동 372-2796,서울시  신당동 372-2796,127.010836,37.553658
약수넥스빌,신당동 377-26,서울시  신당동 377-26,127.010894,37.557803
벨레어카운티,신당동 407-17,서울시  신당동 407-17,127.00872,37.55874
토토타워(5차),신당동 432-1061,서울시  신당동 432-1061,127.006157,37.550591
태원팰리스5차(432-1132),신당동 432-1132,서울시  신당동 432-1132,127.007325,37.552997
노블레스2,신당동 432-1653,서울시  신당동 432-1653,127.005219,37.549664
남산FORESTHOUSE,신당동 432-1666,서울시  신당동 432-1666,127.00483,37.549093
동산빌라(2차),신당동 432-1952,서울시  신당동 432-1952,127.005207,37.551412
하영,신당동 432-1956,서울시  신당동 432-1956,127.005358,37.551125
신신(2차),신당동 432-1957,서울시  신당동 432-1957,127.005201,37.551006
신신(1차),신당동 432-1972,서울시  신당동 432-1972,127.00544,37.550882
스위스빌라,신당동 432-2000,서울시  신당동 432-2000,127.005738,37.550569
초원,신당동 432-479,서울시  신당동 432-479,127.006303,37.551529
인성아트빌,신당동 432-502,서울시  신당동 432-502,127.005868,37.551066
동산,신당동 432-579,서울시  신당동 432-579,127.005296,37.55153
명경,신당동 432-657,서울시  신당동 432-657,127.006502,37.551864
GV,신당동 432-806,서울시  신당동 432-806,127.006557,37.551982
(432-904),신당동 432-904,서울시  신당동 432-904,127.005932,37.551328
푸른마을(432-921),신당동 432-921,서울시  신당동 432-921,127.005779,37.550939
현대,신당동 840,서울시  신당동 840,127.021629,37.559956
청구103동,신당동 841-12,서울시  신당동 841-12,127.015843,37.557583
약수하이츠,신당동 842,서울시  신당동 842,127.014761,37.554655
삼성,신당동 843,서울시  신당동 843,127.017931,37.558006
남산타운,신당동 844,서울시  신당동 844,127.009334,37.549122
한진해모로,신당동 845,서울시  신당동 845,127.02593,37.563469
신당동파라다이스,신당동 846,서울시  신당동 846,127.017252,37.562325
신당푸르지오,신당동 850,서울시  신당동 850,127.019501,37.559154
래미안하이베르,신당동 851,서울시  신당동 851,127.022739,37.561632
래미안하이베르(임대),신당동 851-1,서울시  신당동 851-1,127.020937,37.560968
청구e편한세상,신당동 852,서울시  신당동 852,127.016655,37.560392
청구e편한세상(임대),신당동 852-1,서울시  신당동 852-1,127.018579,37.560426
신당 파인힐 하나유보라,신당동 855,서울시  신당동 855,127.024957,37.564335
신당 KCC 스위첸,신당동 856,서울시  신당동 856,127.013693,37.565269
신동아,신대방동 360-17,서울시  신대방동 360-17,126.92398,37.496511
펭귄,신대방동 364-55,서울시  신대방동 364-55,126.922595,37.496057
엘리스,신대방동 366-176,서울시  신대방동 366-176,126.92498,37.49534
삼성보라매옴니타워,신대방동 395-62,서울시  신대방동 395-62,126.923596,37.492516
보라매현대,신대방동 395-65,서울시  신대방동 395-65,126.923501,37.492047
보라매삼성쉐르빌,신대방동 395-66,서울시  신대방동 395-66,126.923341,37.491369
보라매나산스위트,신대방동 395-68,서울시  신대방동 395-68,126.923928,37.490627
보라매아카데미타워,신대방동 395-69,서울시  신대방동 395-69,126.924066,37.491268
한성,신대방동 470-8,서울시  신대방동 470-8,126.91499,37.495636
우성1,신대방동 565,서울시  신대방동 565,126.911591,37.49219
우성2,신대방동 565-21,서울시  신대방동 565-21,126.910249,37.492754
신대방,신대방동 705,서울시  신대방동 705,126.927121,37.496675
보라매우성,신대방동 706,서울시  신대방동 706,126.92518,37.492413
현대,신대방동 707,서울시  신대방동 707,126.912112,37.49451
해태보라매타워,신대방동 708,서울시  신대방동 708,126.924814,37.49113
벽산,신대방동 709,서울시  신대방동 709,126.921763,37.497266
경남교수,신대방동 710,서울시  신대방동 710,126.91348,37.4961
보라매파크빌,신대방동 711,서울시  신대방동 711,126.915417,37.494261
신대방경남,신대방동 712,서울시  신대방동 712,126.908455,37.489341
롯데낙천대,신대방동 713,서울시  신대방동 713,126.91346,37.494333
