건물명,주소,입력주소,경도,위도
용산 센트럴파크 해링턴스퀘어,한강로3가 63-70,서울시  한강로3가 63-70,126.967657,37.525905
한강대우트럼프월드3,한강로3가 65-230,서울시  한강로3가 65-230,126.963008,37.523369
철우,한강로3가 65-500,서울시  한강로3가 65-500,126.969093,37.523476
시티하우스,한강로3가 65-7,서울시  한강로3가 65-7,126.966253,37.524343
전자타운상가,한강로3가 82,서울시  한강로3가 82,126.963676,37.533953
쌍용스윗닷홈,한강로3가 89,서울시  한강로3가 89,126.963992,37.523405
우림필유,한강로3가 91,서울시  한강로3가 91,126.959711,37.525394
시범,한남동 1-349,서울시  한남동 1-349,127.012705,37.538923
힐탑트레져1동,한남동 1-44,서울시  한남동 1-44,127.01348,37.538524
한남동UNVILLAGE루하우스,한남동 1-51,서울시  한남동 1-51,127.012411,37.536353
리버티하우스,한남동 258,서울시  한남동 258,127.008544,37.533545
성아1,한남동 263-10,서울시  한남동 263-10,127.008593,37.534158
트윈빌 에이동,한남동 26-5,서울시  한남동 26-5,127.010235,37.534055
한성1,한남동 29-4,서울시  한남동 29-4,127.00921,37.534524
르가든더메인한남,한남동 386,서울시  한남동 386,127.01002,37.531494
한남동동원베네스트,한남동 522-1,서울시  한남동 522-1,127.007728,37.530277
태성1,한남동 644-2,서울시  한남동 644-2,127.004186,37.532833
오페라하우스3차,한남동 657-33,서울시  한남동 657-33,127.000958,37.53395
오페라하우스WEST,한남동 665-2,서울시  한남동 665-2,127.000781,37.533633
뉴캐슬하우스,한남동 684-82,서울시  한남동 684-82,127.000862,37.5344
아일랜드캐슬,한남동 684-85,서울시  한남동 684-85,127.000624,37.534407
한남동리첸시아,한남동 72-1,서울시  한남동 72-1,127.007685,37.534331
한남하우스,한남동 723-3,서울시  한남동 723-3,127.005598,37.538161
장미1,한남동 732-19,서울시  한남동 732-19,126.998104,37.534142
현대안성타워,한남동 737-28,서울시  한남동 737-28,126.997888,37.535104
스카이빌2,한남동 737-60,서울시  한남동 737-60,126.997525,37.535164
효성빌리지,한남동 799,서울시  한남동 799,127.012207,37.532945
리버탑,한남동 802,서울시  한남동 802,127.008112,37.529478
현대하이페리온,한남동 805,서울시  한남동 805,127.00462,37.527448
한남힐스테이트,한남동 807,서울시  한남동 807,127.003827,37.528343
대림아르빌,한남동 808,서울시  한남동 808,127.001397,37.534972
대성 이태리하우스,한남동 809,서울시  한남동 809,127.003316,37.538718
한남더힐,한남동 810,서울시  한남동 810,127.009473,37.53686
한남파라곤,한남동 825,서울시  한남동 825,127.003401,37.539106
한남해피트리,한남동 827,서울시  한남동 827,127.003261,37.53943
한남아이파크애비뉴,한남동 828,서울시  한남동 828,127.0072,37.532498
신성미소시티,한남동 96-3,서울시  한남동 96-3,127.007123,37.531488
에스케이뷰,합동 118,서울시  합동 118,126.965869,37.561976
펠리스아트빌,합정동 200-1,서울시  합정동 200-1,126.914565,37.545333
에덴지우,합정동 355-1,서울시  합정동 355-1,126.918556,37.547127
두영이지안101동,합정동 357-3,서울시  합정동 357-3,126.918497,37.545703
두영이지안102동,합정동 357-5,서울시  합정동 357-5,126.918114,37.545618
(371-10),합정동 371-10,서울시  합정동 371-10,126.913521,37.547054
정원쉐르빌,합정동 371-3,서울시  합정동 371-3,126.913704,37.546929
그레이스,합정동 375-2,서울시  합정동 375-2,126.912953,37.548004
그레이스3차,합정동 376-5,서울시  합정동 376-5,126.912391,37.54698
KCC엠파이어리버,합정동 381-16,서울시  합정동 381-16,126.912135,37.548203
현대하이츠,합정동 386-2,서울시  합정동 386-2,126.910876,37.551498
두레,합정동 386-9,서울시  합정동 386-9,126.911056,37.550833
대운행복,합정동 389-16,서울시  합정동 389-16,126.910486,37.55036
대운,합정동 390-5,서울시  합정동 390-5,126.909539,37.550828
백운,합정동 400-20,서울시  합정동 400-20,126.906768,37.549163
삼성강변,합정동 400-6,서울시  합정동 400-6,126.907123,37.548905
한강그린2차,합정동 450-11,서울시  합정동 450-11,126.904197,37.551644
장미(466-0),합정동 466,서울시  합정동 466,126.918865,37.546139
동원한강파크빌,합정동 467,서울시  합정동 467,126.912455,37.544863
두영이지안,합정동 468,서울시  합정동 468,126.906485,37.54998
한국프라우드,합정동 469,서울시  합정동 469,126.908551,37.548792
일신건영휴먼빌,합정동 470,서울시  합정동 470,126.917905,37.545968
마포 한강 푸르지오,합정동 472,서울시  합정동 472,126.911894,37.550012
마포한강2차푸르지오,합정동 473,서울시  합정동 473,126.91141,37.55135
합정한강아파트,합정동 474,서울시  합정동 474,126.907865,37.550822
동보수목원(16-36),항동 16-36,서울시  항동 16-36,126.820846,37.485507
현대홈타운스위트,항동 233,서울시  항동 233,126.819973,37.484219
유한오크팰리스,항동 234,서울시  항동 234,126.819819,37.485425
한양수자인에듀힐즈,항동 가-241,서울시  항동 가-241,126.824591,37.481039
서울숲삼부아파트,행당동 147,서울시  행당동 147,127.037556,37.559879
신동아,행당동 344,서울시  행당동 344,127.032828,37.554371
두산,행당동 345,서울시  행당동 345,127.037381,37.564627
행당 한진타운,행당동 346,서울시  행당동 346,127.029086,37.555782
행당 한진타운(임대),행당동 346-1,서울시  행당동 346-1,127.026422,37.555238
대림e-편한세상,행당동 347,서울시  행당동 347,127.027146,37.557857
다울아크로빌,행당동 347-4,서울시  행당동 347-4,127.029439,37.559975
서울숲 한신 더 휴,행당동 349,서울시  행당동 349,127.036202,37.555165
행당한신(임대),행당동 350,서울시  행당동 350,127.037396,37.553841
이수 브라운스톤,행당동 364,서울시  행당동 364,127.029878,37.558429
두산위브,행당동 375,서울시  행당동 375,127.031519,37.556667
서울숲행당푸르지오,행당동 376,서울시  행당동 376,127.032478,37.555162
"서울숲행당푸르지오(임대, 110동)",행당동 376-1,서울시  행당동 376-1,127.033305,37.556006
서울숲리버뷰자이,행당동 380,서울시  행당동 380,127.038452,37.555336
지웰홈스 왕십리,행당동 387,서울시  행당동 387,127.038949,37.553647
경희궁자이(1단지),행촌동 211,서울시  행촌동 211,126.963705,37.571968
대성아파트,행촌동 41-1,서울시  행촌동 41-1,126.962573,37.572742
밤섬 예가 클래식,현석동 118,서울시  현석동 118,126.935807,37.542049
밤섬힐스테이트,현석동 220,서울시  현석동 220,126.93271,37.542579
강변힐스테이트,현석동 222,서울시  현석동 222,126.932757,37.543247
반도유보라아일랜드,현석동 223,서울시  현석동 223,126.934428,37.541955
래미안 웰스트림,현석동 225,서울시  현석동 225,126.935632,37.543209
독립문파크빌,현저동 1019,서울시  현저동 1019,126.951528,37.57487
독립문극동(200-0),현저동 200,서울시  현저동 200,126.956902,37.571926
독립문극동(201-0),현저동 201,서울시  현저동 201,126.954514,37.572698
홍은미성,홍은동 186-1,서울시  홍은동 186-1,126.935288,37.593646
서강1차(1동),홍은동 186-22,서울시  홍은동 186-22,126.934515,37.594648
서강2차(2동),홍은동 186-25,서울시  홍은동 186-25,126.934493,37.595342
동아빌라(188-72),홍은동 188-72,서울시  홍은동 188-72,126.934227,37.595763
미든푸르지,홍은동 189-9,서울시  홍은동 189-9,126.933405,37.594602
강림스위트빌(A동),홍은동 195-8,서울시  홍은동 195-8,126.932518,37.592504
"현대(1,2차)",홍은동 202-5,서울시  홍은동 202-5,126.937796,37.59002
하우스205,홍은동 205-1,서울시  홍은동 205-1,126.934759,37.59101
유원,홍은동 22,서울시  홍은동 22,126.944688,37.597506
나눔스타빌,홍은동 265-293,서울시  홍은동 265-293,126.934078,37.586328
도양라비앙(102동),홍은동 265-344,서울시  홍은동 265-344,126.934455,37.586115
나영힐빌리지,홍은동 265-364,서울시  홍은동 265-364,126.935202,37.582977
그랜드(B동),홍은동 265-46,서울시  홍은동 265-46,126.933745,37.587496
홍은그린,홍은동 274-122,서울시  홍은동 274-122,126.935685,37.580837
서대문노블루체,홍은동 274-32,서울시  홍은동 274-32,126.935812,37.580703
교수(A),홍은동 277-145,서울시  홍은동 277-145,126.934348,37.582501
아르팰리스,홍은동 277-169,서울시  홍은동 277-169,126.932878,37.579172
넥서스빌2,홍은동 277-69,서울시  홍은동 277-69,126.932425,37.58161
신원지벤스타3,홍은동 392-11,서울시  홍은동 392-11,126.928539,37.581016
신원지벤스타2,홍은동 392-9,서울시  홍은동 392-9,126.928274,37.581293
신원지벤스타4,홍은동 393-1,서울시  홍은동 393-1,126.929032,37.580534
신원지벤스타7,홍은동 394-1,서울시  홍은동 394-1,126.929997,37.57956
부림,홍은동 395-1,서울시  홍은동 395-1,126.929658,37.579548
부림베스트빌,홍은동 403-2,서울시  홍은동 403-2,126.927795,37.579946
서강주상복합,홍은동 404-1,서울시  홍은동 404-1,126.928963,37.579046
홍은동아더프라임,홍은동 439-1,서울시  홍은동 439-1,126.940679,37.595154
반석블레스,홍은동 440-1,서울시  홍은동 440-1,126.941126,37.595564
풍림1차,홍은동 440-3,서울시  홍은동 440-3,126.942064,37.594905
풍림2,홍은동 453-2,서울시  홍은동 453-2,126.943354,37.593376
극동,홍은동 454,서울시  홍은동 454,126.950891,37.602553
홍은동벽산,홍은동 455,서울시  홍은동 455,126.94464,37.595325
두산,홍은동 456,서울시  홍은동 456,126.931556,37.579052
동일,홍은동 457,서울시  홍은동 457,126.94668,37.598425
진흥,홍은동 459,서울시  홍은동 459,126.932529,37.579844
홍은동풍림아이원,홍은동 460,서울시  홍은동 460,126.948112,37.603636
홍은센트레빌,홍은동 461,서울시  홍은동 461,126.937774,37.597128
동원베네스트,홍은동 463,서울시  홍은동 463,126.944043,37.599068
북한산더샵,홍은동 464,서울시  홍은동 464,126.94153,37.593396
HDX휴팰리스,홍은동 465,서울시  홍은동 465,126.940103,37.595834
북한산두산위브1차,홍은동 467,서울시  홍은동 467,126.936273,37.591249
초원,홍은동 8-26,서울시  홍은동 8-26,126.949854,37.603805
동림,홍은동 8-476,서울시  홍은동 8-476,126.950982,37.596895
세한숲속마을,홍은동 산11-244,서울시  홍은동 산11-244,126.936845,37.596426
홍익한신,홍익동 119-1,서울시  홍익동 119-1,127.0337,37.566579
청계대주파크빌,홍익동 53,서울시  홍익동 53,127.031335,37.567406
인왕,홍제동 104-1,서울시  홍제동 104-1,126.949265,37.585302
안산맨숀,홍제동 104-20,서울시  홍제동 104-20,126.94915,37.584625
인왕궁맨숀,홍제동 104-6,서울시  홍제동 104-6,126.949577,37.584836
제니스,홍제동 131-2,서울시  홍제동 131-2,126.947903,37.587137
고은,홍제동 156-200,서울시  홍제동 156-200,126.944754,37.585622
광산,홍제동 157-68,서울시  홍제동 157-68,126.945389,37.585564
아름채,홍제동 158-13,서울시  홍제동 158-13,126.945531,37.586755
홍제헤렌,홍제동 175-3,서울시  홍제동 175-3,126.946306,37.587969
홍일,홍제동 247-19,서울시  홍제동 247-19,126.9456,37.5899
마체스터,홍제동 283-36,서울시  홍제동 283-36,126.949926,37.596246
홍제맨션,홍제동 307-9,서울시  홍제동 307-9,126.943346,37.587546
동일5차101동,홍제동 312-221,서울시  홍제동 312-221,126.941868,37.586335
동일1차,홍제동 312-240,서울시  홍제동 312-240,126.940719,37.585919
서울맨션,홍제동 315-7,서울시  홍제동 315-7,126.943515,37.586773
풍진베이스타운,홍제동 322-87,서울시  홍제동 322-87,126.942907,37.582506
송도그린빌C동,홍제동 322-95,서울시  홍제동 322-95,126.942837,37.581901
홍제현대,홍제동 331,서울시  홍제동 331,126.941174,37.588942
중앙하이츠,홍제동 342,서울시  홍제동 342,126.936651,37.586928
서강,홍제동 354-6,서울시  홍제동 354-6,126.93832,37.585069
태영으뜸(데시앙),홍제동 373,서울시  홍제동 373,126.946603,37.593432
청구1차,홍제동 453,서울시  홍제동 453,126.951779,37.581999
청구2차,홍제동 453-1,서울시  홍제동 453-1,126.951497,37.581177
유원하나,홍제동 454,서울시  홍제동 454,126.952524,37.595134
현대그린,홍제동 455,서울시  홍제동 455,126.94963,37.589134
성원,홍제동 456,서울시  홍제동 456,126.942925,37.583686
남양,홍제동 457,서울시  홍제동 457,126.938109,37.588734
홍제원현대(459-0),홍제동 459,서울시  홍제동 459,126.949537,37.58771
홍제원현대(459-1),홍제동 459-1,서울시  홍제동 459-1,126.950854,37.586658
인왕산현대,홍제동 460,서울시  홍제동 460,126.950895,37.585316
인왕산현대(460-1),홍제동 460-1,서울시  홍제동 460-1,126.951596,37.583764
홍제삼성래미안,홍제동 461,서울시  홍제동 461,126.951131,37.578209
청구3차,홍제동 462,서울시  홍제동 462,126.952959,37.580271
문화촌현대,홍제동 463,서울시  홍제동 463,126.949454,37.591962
무악재한화,홍제동 464,서울시  홍제동 464,126.949662,37.582025
인왕산벽산,홍제동 465,서울시  홍제동 465,126.948497,37.592431
홍제해성,홍제동 466,서울시  홍제동 466,126.943109,37.58749
인왕산어울림,홍제동 467,서울시  홍제동 467,126.950917,37.58374
홍제비콘드림힐,홍제동 468,서울시  홍제동 468,126.949281,37.590573
인왕산한신휴플러스,홍제동 469,서울시  홍제동 469,126.947365,37.585177
제일아파트,홍제동 470,서울시  홍제동 470,126.942908,37.587245
금호어울림,홍제동 471,서울시  홍제동 471,126.940908,37.584605
홍제센트럴아이파크,홍제동 473,서울시  홍제동 473,126.946995,37.596166
홍제한양,홍제동 82,서울시  홍제동 82,126.947202,37.583031
