건물명,주소,층,거래일,거래금액,면적,평,건축년도,10평보증금평균,10평월세평균
진성102동, 화곡동 1133-14,4층,2020 2 3,"    35,000/         0",84.89,25.7,2005,13618.677042801557,0.0
중앙(931-9), 화곡동 931-9,6층,2020 2 4,"    16,000/         0",58.62,17.7,2004,9039.54802259887,0.0
임탑-A, 화곡동 915-30,5층,2020 2 6,"    21,000/         0",48.79,14.8,2009,14189.18918918919,0.0
청우, 화곡동 1055-11,3층,2020 2 7,"    29,000/         0",62.9,19.0,2004,15263.157894736842,0.0
그레이스(786-10), 화곡동 786-10,1층,2020 2 15,"    22,000/         0",60.15,18.2,2001,12087.91208791209,0.0
다울, 화곡동 1061-34,6층,2020 2 15,"    15,000/         0",58.45,17.7,2002,8474.57627118644,0.0
광산(1122-4), 화곡동 1122-4,2층,2020 2 18,"    26,000/         0",83.39,25.2,1993,10317.460317460318,0.0
루체쓰리, 화곡동 29-42,7층,2020 2 19,"     2,000/        27",12.0,3.6,2015,6018.518518518518,64.81481481481481
호용그린피아, 화곡동 1153,5층,2020 2 19,"    26,000/         0",59.19,17.9,2005,14525.139664804472,0.0
메종드로제, 화곡동 926-3,11층,2020 2 19,"    35,000/         0",57.3,17.3,2019,23652.293285532218,0.0
다담센트빌, 화곡동 343-41,6층,2020 2 20,"     8,000/        60",52.89,16.0,2010,5000.0,37.5
태영, 화곡동 918-18,7층,2020 2 21,"    22,000/         0",64.9,19.6,2003,11224.489795918365,0.0
삼대, 내발산동 698-1,2층,2020 2 19,"    37,000/         0",84.63,25.6,2000,14453.125,0.0
예스빌, 내발산동 687-2,6층,2020 2 26,"     8,000/        65",66.2,20.0,2003,4000.0,32.5
길성그랑프리텔, 방화동 867,2층,2020 2 11,"    28,000/         0",57.97,17.5,2002,14967.525195968647,7.543859649122807
청성, 방화동 866,7층,2020 2 18,"    32,000/         0",83.6982,25.3,2002,12648.221343873518,0.0
지석천평대, 역삼동 789-29,7층,2020 2 28,"     2,000/       170",59.35,18.0,2003,1340.8958696916811,89.10703897614893
청담대우멤버스카운티11차, 청담동 122-15,3층,2020 2 3,"   100,000/         0",164.65,49.8,2004,20080.321285140562,0.0
연세리버빌3, 청담동 104,7층,2020 2 7,"    50,000/       600",243.21,73.6,1999,6793.478260869566,81.52173913043478
청담대우로얄카운티5차, 청담동 59-13,6층,2020 2 13,"   192,000/         0",244.27,73.9,2003,25981.055480378887,0.0
청담대우멤버스카운티10차, 청담동 110-13,2층,2020 2 23,"   120,000/         0",147.91,44.7,2004,26845.637583892618,0.0
마크힐스웨스트윙, 청담동 130-6,10층,2020 2 26,"   330,000/         0",183.5,55.5,2010,59459.45945945946,0.0
삼호빌라B동, 청담동 113-23,1층,2020 2 29,"    50,000/       580",195.14,59.0,1997,16819.769698537973,32.76836158192091
골든빌(99-1), 삼성동 99-1,18층,2020 2 6,"    10,000/       700",198.97799999999998,60.2,1999,1661.1295681063123,116.27906976744185
로프트원, 삼성동 45-6,6층,2020 2 20,"     5,000/       125",45.67,13.8,2002,2906.4847138474556,94.5599280651645
우찬, 신사동 550-20,2층,2020 2 11,"     5,000/       180",82.83,25.1,2004,1992.03187250996,71.71314741035856
논현빌라트, 논현동 102-9,1층,2020 2 10,"    15,000/        30",53.8,16.3,1999,9202.453987730061,18.40490797546012
그랑디오스, 논현동 268-12,1층,2020 2 14,"   125,000/         0",146.13,44.2,2004,28280.54298642534,0.0
애플타운, 논현동 16-42,2층,2020 2 16,"    16,000/        18",32.2,9.7,2002,15010.707704566961,9.278350515463918
현대빌라트, 압구정동 446,6층,2020 2 21,"   150,000/         0",181.81,55.0,1996,27272.727272727276,0.0
에스-탑, 송파동 118-2,2층,2020 2 1,"    42,000/         0",106.02,32.1,2004,13084.11214953271,0.0
홍익봄마을, 송파동 173-12,9층,2020 2 8,"    55,000/         0",82.7,25.0,2004,22000.0,0.0
온누리, 송파동 132-4,5층,2020 2 18,"    45,000/         0",81.01,24.5,2004,18367.34693877551,0.0
은성, 석촌동 227-11,5층,2020 2 11,"    25,000/        30",64.88,19.6,2004,12755.102040816326,15.306122448979592
가락현대투웰브(102동), 가락동 198-13,7층,2020 2 24,"     4,000/        20",84.58,25.6,2005,1562.5,7.8125
드림팰리스, 방이동 154-10,5층,2020 2 29,"    38,000/         0",90.9,27.5,2003,13818.181818181818,0.0
매그놀리아(2차), 오금동 81-1,2층,2020 2 11,"     7,000/       110",75.28,22.8,2004,3070.175438596491,48.24561403508771
리오파크빌, 오금동 49-3,4층,2020 2 17,"     2,500/       130",75.0,22.7,2003,1101.3215859030838,57.268722466960355
그랑밸리(64), 오금동 64,4층,2020 2 27,"    18,700/         0",76.43,23.1,2007,8095.238095238095,0.0
뉴타운, 마천동 197-9,6층,2020 2 10,"    20,000/         0",57.57,17.4,2004,11494.252873563219,0.0
성영, 마천동 22,8층,2020 2 15,"     1,000/        35",80.13,24.2,2000,413.2231404958678,14.462809917355372
송암, 월계동 496-2,5층,2020 2 29,"    22,000/         0",55.44,16.8,2004,13095.238095238094,0.0
태승훼미리아파트, 공릉동 759,9층,2020 2 8,"    31,000/         0",82.97,25.1,2009,12350.597609561753,0.0
씨엠아파트, 공릉동 568-6,5층,2020 2 15,"    10,000/        20",58.23,17.6,2006,5681.818181818181,11.363636363636363
동아하이빌아파트, 공릉동 609-57,6층,2020 2 25,"    28,000/         0",81.56,24.7,2002,10728.744939271255,0.0
송이월드B동, 상계동 1101-33,6층,2020 2 25,"    25,000/         0",75.24,22.8,2004,10964.912280701754,0.0
정진아트리움, 중계동 137-39,6층,2020 2 9,"    30,000/         0",84.95,25.7,2008,11673.151750972764,0.0
성북프라자, 미아동 318-5,3층,2020 2 25,"    26,000/         0",68.675,20.8,2009,12500.0,0.0
백두골드, 수유동 710-15,2층,2020 2 15,"    17,000/         0",73.23,22.2,2003,7657.657657657657,0.0
홈-스타, 용두동 102-172,7층,2020 2 4,"    16,000/         0",28.575,8.6,2007,17410.494242057623,0.0
우성3차(562), 장안동 562,3층,2020 2 3,"    32,000/         0",83.7,25.3,2005,12648.221343873518,0.0
공감대6차(384-1), 장안동 384-1,9층,2020 2 5,"    32,000/         0",82.47,24.9,2005,12851.405622489961,0.0
금강아미움, 장안동 574,5층,2020 2 5,"    33,000/         0",84.18,25.5,2007,10870.588235294117,0.0
한마음, 장안동 372-7,7층,2020 2 8,"     2,000/       105",84.63,25.6,2014,781.25,41.015625
태솔아파트1차, 장안동 382-5,5층,2020 2 9,"    32,000/         0",59.77,18.1,2016,17266.74529765969,0.0
상록파라브2차, 장안동 440-2,5층,2020 2 13,"    28,000/         0",74.26,22.5,2008,12444.444444444443,0.0
형인휴아름101동, 장안동 584,4층,2020 2 22,"    37,000/         0",81.5,24.7,2013,14979.757085020245,0.0
비젼아파트 102동, 장안동 454-2,5층,2020 2 25,"    38,500/         0",84.4,25.5,2005,13049.019607843138,0.0
상그레빌, 청량리동 949,13층,2020 2 25,"    37,000/         0",79.984,24.2,2004,14876.03305785124,0.0
대림e-편한세상(임대), 이문동 225-1,4층,2020 2 24,"     3,158/        14",30.113000000000003,9.1,2003,3470.3296703296705,15.384615384615385
미래한건아파트 101동, 면목동 136-77,7층,2020 2 7,"    12,000/        80",76.33,23.1,2005,5194.805194805194,34.63203463203463
한건브리앙, 면목동 88-52,3층,2020 2 22,"    25,000/         0",57.36,17.4,2004,14367.816091954024,0.0
IS아파트, 면목동 1534,4층,2020 2 24,"    28,000/         0",64.52,19.5,2012,14358.974358974358,0.0
해동 훼미리, 상봉동 210-2,5층,2020 2 8,"     3,500/        85",84.77,25.6,2005,1367.1875,33.203125
로얄, 중화동 110-26,5층,2020 2 11,"    10,000/        60",76.65,23.2,2004,4310.3448275862065,25.862068965517242
풀내음(B동), 묵동 58-3,6층,2020 2 21,"    12,000/         0",73.82,22.3,2006,5381.165919282511,0.0
고덕 골든빌(103동), 묵동 168-7,10층,2020 2 27,"    14,000/        75",84.21,25.5,2012,5490.196078431372,29.411764705882355
용마프라자, 망우동 572,5층,2020 2 10,"    11,000/        32",59.28,17.9,1995,4748.6033519553075,28.491620111731844
개나리, 망우동 213-3,3층,2020 2 12,"     8,100/         0",41.88,12.7,1988,7900.262467191601,0.0
행복한, 충정로3가 3-46,3층,2020 2 29,"     1,700/         0",39.91,12.1,2006,9980.829854306892,0.0
북아현1차, 북아현동 187-14,2층,2020 2 8,"    50,000/         0",100.1,30.3,2001,16501.6501650165,0.0
엠화일에이동, 남가좌동 135-6,7층,2020 2 25,"    19,000/         0",71.4,21.6,2005,8796.296296296296,0.0
성원하이츠A동, 쌍문동 574,3층,2020 3 19,"    23,000/         0",72.65,22.0,2004,10454.545454545456,0.0
북한산팰리스아파트, 방학동 522,1층,2020 3 20,"    35,000/         0",157.14,47.5,2001,7368.421052631579,0.0
부영팰리스, 방학동 690-3,6층,2020 3 27,"    20,000/         0",66.0,20.0,2002,10000.0,0.0
현대힐타운, 신정동 963-1,1층,2020 3 13,"    20,500/         0",69.15,20.9,2000,9808.612440191388,0.0
목동휘버스II, 목동 729-18,6층,2020 3 10,"    37,000/         0",84.79,25.6,2004,14453.125,0.0
삼도, 목동 315-3,7층,2020 3 13,"    30,000/         0",77.01,23.3,2000,12875.536480686695,0.0
은하아파트, 신월동 140-23,5층,2020 3 17,"     3,000/        60",143.95,43.5,1993,689.6551724137931,13.793103448275863
올림푸스(150-1), 신월동 150-1,3층,2020 3 19,"    23,000/         0",84.32,25.5,2006,9019.607843137255,0.0
삼혜아트빌, 신월동 1007-4,3층,2020 3 21,"    25,000/         0",84.87,25.7,2001,9727.626459143969,0.0
대외, 신월동 470-1,1층,2020 3 23,"    26,000/         0",88.74,26.8,2004,9701.492537313432,0.0
신월, 신월동 230-2,4층,2020 3 24,"    20,000/         0",77.13,23.3,1993,8583.690987124462,0.0
세진, 신월동 20-28,5층,2020 3 26,"    35,500/         0",84.54,25.6,2007,13867.1875,0.0
상신, 신월동 439-25,3층,2020 3 28,"    20,000/         0",70.14,21.2,2003,9433.962264150943,0.0
동도하이츠, 신월동 218-12,4층,2020 3 28,"    22,000/         0",83.04,25.1,2004,8764.940239043824,0.0
낙원, 낙원동 288,13층,2020 3 1,"    21,000/         0",107.17,32.4,1968,4783.95061728395,15.432098765432098
대보, 명륜1가 36-5,2층,2020 3 25,"    35,000/        30",81.97,24.8,2003,14112.90322580645,12.096774193548388
어젤리아 명륜1, 명륜2가 8-67,10층,2020 3 13,"     1,000/        68",28.6818,8.7,2019,936.4016338937971,69.19643139862575
한빛, 명륜3가 1-30,4층,2020 3 13,"    25,000/         0",59.73,18.1,1999,13812.154696132595,0.0
(1-102), 명륜3가 1-102,5층,2020 3 21,"    15,000/         0",59.97,18.1,1997,8287.292817679558,0.0
르트랑시망, 평창동 102,2층,2020 3 21,"     5,000/       240",135.17,40.9,2008,1230.5432299998993,60.712165574974605
이지-빌, 회현동1가 100-12,5층,2020 3 11,"    20,000/         0",75.7,22.9,2006,9723.955084217094,0.0
태원팰리스5차(432-1132), 신당동 432-1132,2층,2020 3 3,"    38,000/         0",84.15,25.5,2006,14901.960784313726,0.0
인성아트빌, 신당동 432-502,5층,2020 3 17,"     9,000/        30",59.72,18.1,2001,4972.375690607734,16.574585635359114
하이 1 (113-5), 신당동 113-5,5층,2020 3 24,"     4,000/        80",56.1,17.0,2000,2352.9411764705883,47.05882352941177
서한베네치아, 길동 143-4,4층,2020 3 15,"    46,000/         0",107.33,32.5,2005,14153.846153846154,0.0
주풍그린빌라트, 둔촌동 622-12,2층,2020 3 6,"    65,000/         0",186.76,56.5,1996,11504.424778761062,0.0
대은팰리스뷰(102), 암사동 503-6,7층,2020 3 16,"    39,000/         0",84.9,25.7,2007,9143.96887159533,21.40077821011673
경지리버캐슬, 암사동 510-10,9층,2020 3 17,"    60,000/         0",249.55,75.5,2003,6231.5744499038665,0.0
현대제이드, 성내동 460-1,13층,2020 3 3,"    90,000/         0",238.42,72.1,1999,12482.662968099863,0.0
대은팰리스뷰, 성내동 454-15,3층,2020 3 5,"    40,000/         0",73.19,22.1,2006,18099.547511312216,0.0
이안강동, 성내동 25-1,12층,2020 3 22,"    40,000/         0",77.49,23.4,2006,15001.089941052249,7.122507122507122
타운빌라트, 성내동 447-5,5층,2020 3 25,"    45,000/         0",84.6,25.6,2000,17578.125,0.0
비앤비(101동), 성내동 386,1층,2020 3 28,"    39,000/         0",84.6,25.6,2003,15234.375,0.0
올림픽파크플러스, 성내동 448-18,9층,2020 3 30,"    62,000/         0",145.43,44.0,2002,14090.90909090909,0.0
신동양빛여울아파트, 천호동 35-4,7층,2020 3 4,"    30,000/         0",71.22,21.5,2003,13953.488372093023,0.0
다성이즈빌(50-11), 천호동 50-11,5층,2020 3 16,"     5,000/       100",79.53,24.1,2007,2074.688796680498,41.49377593360995
강동파크빌, 천호동 450-38,4층,2020 3 23,"    30,300/         0",66.45,20.1,2003,15074.626865671642,0.0
대성빌라트(552-6), 구의동 552-6,2층,2020 3 24,"    26,000/         0",81.69,24.7,2000,10526.315789473685,0.0
해성, 구의동 47-23,2층,2020 3 26,"     3,000/        90",61.3,18.5,2002,1621.6216216216217,48.648648648648646
기산빌라트, 자양동 643-19,4층,2020 3 19,"    54,000/         0",170.31,51.5,1997,10485.436893203881,0.0
상왕아파트, 하왕십리동 890-103,5층,2020 3 14,"     4,000/       100",55.86,16.9,2002,1775.147928994083,54.43786982248522
태성, 마장동 829,4층,2020 3 3,"    32,000/         0",69.54,21.0,2004,15238.095238095239,0.0
화이트캐슬, 옥수동 436-6,6층,2020 3 9,"    40,000/         0",76.5,23.1,2005,17316.017316017314,0.0
성수파크빌, 성수동1가 685-191,10층,2020 3 16,"    53,000/         0",121.95,36.9,2002,14363.143631436315,0.0
우성, 성수동1가 716,13층,2020 3 21,"    50,000/        20",84.67,25.6,2004,18880.208333333332,2.604166666666667
아우룸타워(Aurum Tower), 동소문동5가 30,10층,2020 3 9,"     1,000/        84",16.67,5.0,2017,12000.0,128.00000000000003
해찬행복드림, 가산동 153-9,10층,2020 3 2,"    29,000/         0",84.45,25.5,2008,11372.549019607843,0.0
삼익, 독산동 956,4층,2020 3 6,"    22,500/         0",59.96,18.1,1998,13397.790055248617,0.0
삼성로얄, 독산동 994-76,7층,2020 3 7,"    23,000/         0",82.025,24.8,2004,10282.258064516129,0.0
신세계, 시흥동 823,2층,2020 3 11,"    25,000/         0",84.83,25.7,2002,9727.626459143969,0.0
광남벨라스(1차), 서교동 465-1,6층,2020 3 24,"    50,000/        50",121.34,36.7,2004,14918.256130790192,6.8119891008174385
두영이지안102동, 합정동 357-5,6층,2020 3 6,"    25,000/        90",84.876,25.7,2007,9727.626459143969,35.01945525291829
리버뷰, 망원동 455-2,4층,2020 3 13,"    42,000/         0",84.12,25.4,2005,16535.433070866144,0.0
태경크레앙스(101동), 망원동 456-65,6층,2020 3 20,"    29,900/         0",48.3,14.6,2004,19498.98528665652,0.0
태청, 망원동 501,10층,2020 3 23,"    36,000/         0",69.29,21.0,2003,17142.85714285714,0.0
삼익플라주 201동, 양평동3가 105,6층,2020 3 14,"    42,000/         0",84.55,25.6,2012,16666.666666666668,0.0
삼환나띠르빌(1002-22), 방배동 1002-22,4층,2020 3 6,"    67,000/         0",92.93,28.1,2003,23843.41637010676,0.0
퍼시픽56차, 방배동 929-4,4층,2020 3 13,"    20,000/       100",83.88,25.4,2004,7874.0157480314965,39.37007874015748
삼환나띠르빌(1002-9), 방배동 1002-9,9층,2020 3 13,"    88,000/         0",148.99,45.1,2003,19512.19512195122,0.0
방배아펠바움, 방배동 1-15,2층,2020 3 21,"   150,000/         0",208.39,63.0,2005,23809.52380952381,0.0
디오엠프리미어, 방배동 808-3,4층,2020 3 28,"    10,000/       650",209.39,63.3,2010,1579.7788309636653,102.68562401263823
방배아트 e편한세상 105, 방배동 486-4,2층,2020 3 28,"    76,000/         0",117.26,35.5,2005,21408.450704225354,0.0
현대오페라하우스, 방배동 825-12,2층,2020 3 30,"    50,000/        42",105.74,32.0,2002,15625.0,13.125
경희궁, 양재동 317-4,2층,2020 3 28,"    60,400/         0",83.01,25.1,2001,24063.745019920316,0.0
반포 루이캐슬, 반포동 550,5층,2020 3 30,"   105,000/         0",152.7,46.2,2006,22727.272727272724,0.0
서초대우, 서초동 1467-3,2층,2020 3 1,"    82,000/         0",186.05,56.3,2000,14564.831261101244,0.0
서초동두산위브2, 서초동 1507-38,9층,2020 3 3,"    10,000/       350",130.05,39.3,2005,2544.529262086514,89.05852417302799
롯데캐슬스파, 서초동 1647-1,14층,2020 3 11,"   125,000/         0",194.51,58.8,2003,21258.503401360544,0.0
서초블레스, 서초동 1532-10,4층,2020 3 14,"    62,000/         0",72.8,22.0,2017,28181.81818181818,0.0
제이씨라디앙, 서초동 1559-1,3층,2020 3 14,"    40,000/        65",84.97,25.7,2005,15564.202334630352,25.291828793774318
현대빌리지, 서초동 1642-4,5층,2020 3 18,"    57,000/       100",145.78,44.1,2005,12925.17006802721,22.675736961451246
서초 벽산블루밍, 서초동 1464-4,3층,2020 3 21,"    91,000/         0",188.51,57.0,2008,15964.912280701754,0.0
새진6차, 봉천동 180-381,6층,2020 3 2,"     8,000/         0",20.25,6.1,2005,13114.754098360656,0.0
관악미래가, 봉천동 148-129,2층,2020 3 4,"    40,000/        40",101.63,30.7,2004,13029.315960912052,13.029315960912054
관악캐스빌, 봉천동 1690-162,6층,2020 3 19,"    40,000/         0",70.12,21.2,2002,18867.924528301886,0.0
새진7차, 봉천동 180-380,5층,2020 3 26,       500/        40,104.4,31.6,2005,158.2278481012658,12.658227848101264
M_STUDIO, 남현동 602-26,8층,2020 3 1,"     3,000/        62",13.7,4.1,2016,7317.073170731708,151.21951219512195
쎈트앤빌2, 남현동 602-192,2층,2020 3 19,"    20,000/        85",96.65,29.2,2002,6849.315068493151,29.109589041095887
(793-6), 구로동 793-6,5층,2020 3 17,"    13,500/         0",46.2,14.0,1995,9642.857142857143,0.0
(743-18), 구로동 743-18,1층,2020 3 23,"     1,000/        10",30.36,9.2,1996,1086.9565217391305,10.869565217391306
(752-34), 구로동 752-34,4층,2020 3 23,"    12,500/         0",58.25,17.6,1998,7102.272727272726,0.0
(797-5), 구로동 797-5,2층,2020 3 23,"    10,000/         0",33.12,10.0,1996,10000.0,0.0
(796-11), 구로동 796-11,5층,2020 3 25,"    13,000/         0",48.12,14.6,1995,8904.109589041096,0.0
오류그린, 오류동 1-7,5층,2020 3 14,"    14,000/         0",61.68,18.7,2001,7486.631016042782,0.0
목화수목원 102동, 오류동 108-42,4층,2020 3 14,"    23,000/         0",76.41,23.1,2003,10461.760461760461,0.0
다청림(104동), 궁동 182,3층,2020 3 3,"    20,000/         0",61.51,18.6,2006,10752.68817204301,0.0
다청림(107동), 궁동 178-5,2층,2020 3 28,"    25,000/         0",79.81,24.1,2007,10373.443983402489,0.0
