건물명,주소,층,거래일,거래금액,면적,평,건축년도,10평보증금평균,10평월세평균
브라운스톤공덕, 신공덕동 170,22층,2020 12 10,"   105,000/         0",114.74,34.7,2009,23471.6150462772,23.520563677925495
펜트라우스, 신공덕동 172,11층,2020 12 22,"    91,000/         0",115.04,34.8,2011,25313.248412924033,9.230213510369152
신공덕아이파크, 신공덕동 174,7층,2020 12 24,"    69,300/         0",84.96,25.7,2013,26714.872209166842,9.40907234305347
대우메트로디오빌, 신공덕동 167,24층,2020 12 28,"    33,000/         0",34.39,10.4,2005,17753.1514908159,38.70540817635849
신공덕래미안3차, 신공덕동 161,3층,2020 12 28,"    85,000/         0",84.69,25.6,2003,21944.394136003943,9.764729260981172
신공덕래미안2차, 신공덕동 159,17층,2020 12 28,"    41,000/         0",59.48,18.0,2000,20564.636658970623,5.976831550506057
신공덕1차삼성래미안1아파트, 신공덕동 155,18층,2020 12 28,"    53,000/         0",84.9,25.7,2000,20329.697641562416,12.78471170480779
공덕프로포즈2, 신공덕동 15-80,12층,2020 12 30,"     2,000/        55",14.03,4.2,2015,19595.19400980731,61.088503197889324
마포동원베네스트, 도화동 564,12층,2020 12 18,"    50,400/         0",58.65,17.7,2010,23452.09890043132,15.217787497721888
도화동현대, 도화동 357,7층,2020 12 21,"    60,000/         0",68.22,20.6,1996,16113.851849721294,6.956705989587571
도화현대, 도화동 547,13층,2020 12 22,"    55,000/         0",59.4,18.0,1998,16741.511627906977,12.475756193950449
마포아크로타워, 도화동 563,10층,2020 12 23,"    69,000/         0",84.99,25.7,2007,22964.75209291357,2.367424242424242
한화오벨리스크, 도화동 555,4층,2020 12 24,"     1,000/       125",41.32,12.5,2004,14531.04240564086,43.973913175733955
현대예술아파트, 도화동 240-1,1층,2020 12 26,"    48,300/         0",113.82,34.4,1993,14040.697674418605,0.0
우성, 도화동 82,9층,2020 12 30,"    60,000/         0",68.94,20.9,1991,15896.902539293045,3.7448991946789114
현대홈타운, 도화동 353,19층,2020 12 30,"    53,000/         0",113.25,34.3,2000,16058.44984498281,6.327419693249277
고려, 도화동 544,11층,2020 12 31,"    36,750/         0",84.95,25.7,1984,17336.124959468223,0.0
삼성, 도화동 550,15층,2020 12 31,"    88,000/         0",114.74,34.7,1997,17617.239580667483,11.683154555705308
마포용강삼성래미안, 용강동 380,6층,2020 12 5,"    55,500/         0",59.99,18.1,2003,22256.843407819804,15.996743801211732
e편한세상마포리버파크, 용강동 508,19층,2020 12 27,"    50,000/        75",59.98,18.1,2016,31430.75465743143,15.451291674025779
대림2차, 용강동 501,15층,2020 12 27,"    88,000/         0",84.88,25.7,2004,25445.220319262447,8.293674893049852
강변그린, 용강동 495-1,3층,2020 12 28,"    30,000/         0",59.5,18.0,1999,15277.777777777777,0.0
래미안마포리버웰, 용강동 502,4층,2020 12 29,"    79,800/         0",84.99,25.7,2015,25287.99989969226,16.887986611369513
한강삼성, 토정동 138,6층,2020 12 28,"    44,000/         0",59.76,18.1,1997,20541.59933097296,9.369313914741358
비체힐리버뷰, 마포동 449,1층,2020 12 2,       500/        55,16.6071,5.0,2012,8156.376500047614,73.81230234354304
마포쌍용황금아파트, 마포동 253,6층,2020 12 29,"    37,800/         0",59.9,18.1,2000,18579.935368403305,3.727334910685251
서희스타힐스, 대흥동 12-41,5층,2020 12 2,"     5,000/        56",12.81,3.9,2014,6611.362493715433,163.57745377353223
대흥동세양, 대흥동 802,13층,2020 12 5,"   100,000/         0",114.24,34.6,2000,24173.24432552034,0.0
성신, 대흥동 18-55,3층,2020 12 15,"    44,250/         0",64.05,19.4,2006,19960.788907878054,2.1390374331550803
동양엔파트, 대흥동 803,12층,2020 12 28,"    47,000/         0",84.89299999999999,25.7,2007,19154.268711375607,10.643167772945754
마포태영, 대흥동 660,3층,2020 12 29,"    42,000/         0",59.4,18.0,1999,18331.343091343722,10.28513805179098
마포자이, 염리동 521,1층,2020 12 1,"    65,000/         0",113.803,34.4,2003,23333.13257898038,13.35650266848863
중앙하이츠, 염리동 161-1,1층,2020 12 9,"    36,700/         0",60.0,18.2,1998,18815.096601935744,9.651540810145985
상록, 염리동 515-1,14층,2020 12 16,"    28,350/         0",49.02,14.8,1997,17537.04076410055,5.9745577613298595
세양청마루(101동), 염리동 522,2층,2020 12 19,"    51,000/         0",84.47,25.6,2005,17296.340942134935,26.149484674772978
염리삼성래미안, 염리동 520,12층,2020 12 30,"    44,000/         5",59.52,18.0,2001,20442.178663018152,11.1885533570079
마포자이3차, 염리동 45,10층,2020 12 31,"    67,000/         0",84.98,25.7,2018,27034.158700886786,11.004517626565365
신촌다올노블리움, 노고산동 1-25,5층,2020 12 26,"    18,000/        20",14.47,4.4,2017,30680.89345277462,46.96376045592426
현대벤처빌, 노고산동 107-36,19층,2020 12 29,"    45,000/         0",84.51,25.6,2002,12572.525590243176,35.649655473608554
신촌포스빌, 노고산동 1-3,9층,2020 12 29,"     1,000/        85",32.34,9.8,2004,17860.10827579914,32.70324523251923
대원칸타빌, 신수동 453,11층,2020 12 5,"    43,000/        90",117.18299999999999,35.4,2004,20246.21501269854,3.0048473257270985
밤섬경남아너스빌, 신수동 459,20층,2020 12 19,"    72,000/         0",84.83,25.7,2009,20214.00778210117,14.315823605706875
경남아너스빌, 신수동 455,6층,2020 12 21,"    50,000/        40",84.97,25.7,2005,21400.77821011673,12.45136186770428
신촌삼익, 신수동 450,7층,2020 12 23,"    60,000/         0",59.85,18.1,1997,20272.974961854332,5.020237986212014
신수동성원, 신수동 190,2층,2020 12 29,"    70,000/         0",84.96,25.7,1998,18121.139804342027,9.003714609867458
밤섬 예가 클래식, 현석동 118,7층,2020 12 11,"    20,000/       198",85.48,25.9,1989,20419.967012240162,26.299934733669676
밤섬힐스테이트, 현석동 220,11층,2020 12 22,"    85,000/         0",84.84,25.7,1999,20841.035783746505,7.539682539682539
래미안 웰스트림, 현석동 225,19층,2020 12 29,"    72,500/         0",59.96,18.1,2016,24668.167078480037,10.801307141709051
강변힐스테이트, 현석동 222,2층,2020 12 31,"    45,000/         0",59.54,18.0,2004,21631.710655486633,6.578081388719132
마포웨스트리버태영데시앙, 창전동 449,10층,2020 12 12,"    52,500/         0",74.78399999999999,22.6,2019,19129.34338629009,16.305676428885736
창전동현대홈타운, 창전동 440,21층,2020 12 15,"    70,000/         0",59.651,18.0,2005,15873.075260234791,25.083807243340317
중앙하이츠104동, 창전동 42-10,3층,2020 12 17,"    35,000/         0",47.01,14.2,2007,20985.91549295775,4.225352112676057
해모로, 창전동 443,1층,2020 12 19,"    51,000/         0",59.713,18.1,2007,24300.036213182775,10.564608198053186
창전 쌍용스윗닷홈, 창전동 441,7층,2020 12 21,"    59,000/         0",84.98299999999999,25.7,2005,20994.953793774323,5.209409958657587
신촌금호, 창전동 438,4층,2020 12 24,"    42,000/         0",84.95,25.7,2001,21213.70481272961,0.7295719844357977
신촌태영데시앙, 창전동 439,12층,2020 12 29,"    54,500/         0",84.97,25.7,2003,19474.080582402414,10.669009664867579
창전래미안, 창전동 437,4층,2020 12 30,"    60,000/         0",59.94,18.1,1998,17400.57933957035,8.59367838355688
서강예가, 창전동 444,5층,2020 12 30,"    65,000/         0",84.988,25.7,2007,23219.33702433412,14.151806171918913
두산위브, 상수동 396,23층,2020 12 15,"    50,000/        80",84.79,25.6,2004,19523.159019749517,9.537666335500964
래미안밤섬리베뉴 Ⅰ, 상수동 402,11층,2020 12 22,"    73,500/         0",84.99,25.7,2014,25247.77337578385,16.986711954769223
래미안밤섬리베뉴 Ⅱ, 상수동 398,12층,2020 12 28,"    40,000/        70",84.92,25.7,2014,24095.43608095379,17.67668082985399
한강밤섬자이, 하중동 101,20층,2020 12 30,"   120,750/         0",168.15,50.9,2010,20171.416069556803,17.77537813013541
서강GS, 신정동 30,14층,2020 12 30,"    20,000/       300",114.87,34.7,1999,21090.702424733623,6.625820168515349
엠제이더퍼스트홍대, 서교동 371-7,6층,2020 12 5,"    24,150/         0",17.46,5.3,2018,48522.01257861635,0.0
대우미래사랑, 서교동 487,11층,2020 12 8,"     2,000/        75",40.87,12.4,2005,13394.241998290137,27.528480413036206
서교동 효성 해링턴 타워, 서교동 494,13층,2020 12 14,"     7,040/         9",37.17,11.2,2020,9084.591407540911,48.0110743912006
메세나폴리스, 서교동 490,14층,2020 12 23,"   139,000/         0",122.867,37.2,2012,28461.728697498744,12.339500814692979
펠리스아트빌, 합정동 200-1,7층,2020 12 8,"     4,000/       150",83.7,25.3,2003,9386.366919228396,19.76284584980237
KCC엠파이어리버, 합정동 381-16,20층,2020 12 24,"    84,000/         0",140.88,42.6,2006,20837.95854221373,0.0
성원1, 망원동 420,4층,2020 12 4,"    50,000/         0",84.92,25.7,1998,12445.51257597721,16.116918016666244
신부파스카5차, 망원동 518,7층,2020 12 5,"     4,000/        75",37.21,11.3,2013,13982.476471414524,43.088916982722296
대상4, 망원동 492,9층,2020 12 7,"    27,000/         0",59.97,18.1,2000,14364.6408839779,5.524861878453038
광남캐스빌, 망원동 435-4,2층,2020 12 11,"    38,000/         0",84.73,25.6,2001,14648.4375,0.0
성원2, 망원동 489,15층,2020 12 12,"    31,500/         0",59.43,18.0,1999,13505.86204829543,10.493827160493828
삼화아크빌(470-2), 망원동 470-2,5층,2020 12 13,"    55,000/         0",103.9,31.4,2005,15445.859872611465,0.0
상암마젤란21, 망원동 513,12층,2020 12 19,"    53,000/         0",82.39,24.9,2005,18611.42796036216,8.783655331384711
함성월드빌2차, 망원동 511,8층,2020 12 24,"    40,900/         0",72.73,22.0,2004,18475.142045454544,0.0
휴먼빌, 망원동 509,3층,2020 12 31,"    49,350/         0",84.963,25.7,2004,19028.419717522625,10.359116022099446
마포한강아이파크, 망원동 521,9층,2020 12 31,"   100,000/         0",111.3958,33.7,2019,25133.544053158763,11.821624598382648
광남벨라스(VALLACE), 연남동 487-77,6층,2020 12 2,"    25,000/         0",53.79,16.3,2003,8784.783085013147,21.205357142857146
새마을, 연남동 244-15,4층,2020 12 24,"    22,000/         0",41.65,12.6,1970,8928.57142857143,31.746031746031747
코오롱, 연남동 573,14층,2020 12 26,"    52,000/         0",59.76,18.1,2003,17198.16595432592,13.902951051963573
휴먼, 연남동 478-12,2층,2020 12 28,"    30,450/         0",84.63,25.6,2003,14224.845410026563,0.0
성산힐아파트, 성산동 81-106,2층,2020 12 5,"    35,000/         0",81.81,24.7,2011,14170.040485829959,0.0
진흥 하임시티, 성산동 250-43,4층,2020 12 21,"     2,398/        13",20.86,6.3,2012,3740.1311249137334,16.8391994478951
성산2차e-편한세상, 성산동 604,1층,2020 12 23,"    40,950/         0",84.95,25.7,2005,19200.317171059054,2.5499362515937096
월드컵아이파크(667), 성산동 667,10층,2020 12 24,"    52,500/         0",117.95,35.7,2009,21674.619001606166,6.178472770323599
성산월드타운대림, 성산동 601,9층,2020 12 29,"    38,000/         0",59.888000000000005,18.1,2004,17221.37288594476,5.208333333333334
노블에비뉴, 성산동 668,3층,2020 12 30,"    11,000/        60",32.895,10.0,2015,21976.821193235028,27.93063186813187
성산시영(선경), 성산동 446,12층,2020 12 31,"    14,000/         0",50.54,15.3,1986,13163.782429327075,9.295370190018614
울트라월드컵(참누리), 중동 398,2층,2020 12 7,"    40,000/        43",84.9406,25.7,2006,19818.668443794744,7.311356728774017
동원월드타운, 중동 395,9층,2020 12 7,"    12,000/        80",59.915,18.1,2004,12173.121807191717,6.314127861089186
현대, 중동 40-12,10층,2020 12 8,"    44,000/         0",84.94,25.7,2000,17036.027624968323,1.6462137084705177
마포중동현대, 중동 392,6층,2020 12 10,"    50,000/         0",59.88,18.1,2001,17984.84194615751,4.359496478156773
DMC마포청구아파트, 중동 390,16층,2020 12 30,"    62,000/         0",84.6,25.6,1994,16375.722922239785,2.0723454219357977
휴먼시아2단지, 상암동 1618,1층,2020 12 19,"    41,000/         0",51.98,15.7,2009,23526.663726368137,8.37193591970662
상암월드컵파크8단지, 상암동 1674,10층,2020 12 21,"     7,748/        17",49.94,15.1,2008,4252.714501426061,9.567574480506453
휴먼시아1단지, 상암동 1630,9층,2020 12 22,"    56,500/         0",84.91,25.7,2009,19902.81772213763,8.104710614861181
상암월드컵파크11단지, 상암동 1741,4층,2020 12 22,"    36,000/         0",84.66,25.6,2010,7638.8024391784365,5.3562060628781
상암월드컵1단지, 상암동 1634,8층,2020 12 22,"     1,990/        27",49.93,15.1,2003,2771.2817022320337,10.471057149865096
상암월드컵파크10단지, 상암동 1736,5층,2020 12 24,"    50,000/         0",84.89,25.7,2010,8135.884608575011,4.331875260943149
상암월드컵파크2단지, 상암동 1637,7층,2020 12 26,"    47,250/         0",59.92,18.1,2003,19855.23376531174,14.7578338742049
상암월드컵파크5단지, 상암동 1658,7층,2020 12 27,"     5,000/       180",84.67,25.6,2005,20168.86521589117,8.210518533123029
상암월드컵파크6단지, 상암동 1689,5층,2020 12 27,"    63,000/         0",84.53,25.6,2005,22056.78804793717,3.2667457805907167
상암월드컵파크3단지, 상암동 1643,15층,2020 12 28,"    50,000/         0",84.84,25.7,2003,16719.550693781654,10.351662873504148
상암월드컵파크4단지, 상암동 1655,19층,2020 12 29,"    56,700/         0",84.89,25.7,2006,19290.74632978343,13.204798362389297
상암월드컵파크9단지, 상암동 1752,7층,2020 12 30,"    13,769/         0",59.73,18.1,2010,7755.8391094909575,8.303403678562681
상암월드컵파크12단지, 상암동 1743,7층,2020 12 30,"    10,527/         0",49.58,15.0,2010,12161.718461241491,6.825106228472022
상암월드컵파크7단지, 상암동 1660,11층,2020 12 31,"    60,900/         0",84.74,25.6,2005,19274.437514154102,8.46051081964662
영등포푸르지오, 영등포동 647,1층,2020 12 29,"    60,000/         0",73.133,22.1,2002,18240.038675594908,7.371368567671212
여의도더리브스타일, 영등포동1가 94-2,17층,2020 12 10,"     2,000/        65",14.8376,4.5,2020,20270.53140096619,82.22222222222221
지엘 리베라움, 영등포동1가 28,11층,2020 12 21,"    15,000/         0",12.62,3.8,2014,38050.68226120856,0.0
여의도시티아이, 영등포동1가 113-1,15층,2020 12 24,"    11,600/         0",12.59,3.8,2013,19839.502602660497,57.66820898399846
내이처해밀, 영등포동1가 145,7층,2020 12 24,"    13,000/         0",14.24,4.3,2012,20250.53364790473,35.72196944163578
헤렌어반, 영등포동1가 144,5층,2020 12 30,"     1,000/        45",12.988,3.9,2011,17942.87422692182,45.909282608156914
이지리움S, 영등포동2가 28-117,10층,2020 12 11,"     4,000/        42",13.35,4.0,2013,13567.335047598206,76.45612211401685
현대팰리스, 영등포동2가 28-138,6층,2020 12 29,"    23,100/         0",29.67,9.0,2016,25079.671717171714,0.0
포레스트힐 시티, 영등포동3가 19-2,9층,2020 12 26,"     1,000/        45",13.53,4.1,2014,9375.000000000002,87.95731707317073
영등포그랑그루, 영등포동4가 103,10층,2020 12 5,       500/        60,12.1,3.7,2012,11746.361746361745,115.38461538461536
현대프라자, 영등포동5가 49-1,14층,2020 12 14,"    43,000/         0",59.96,18.1,1999,16095.406676321763,4.036903931770637
포레나영등포, 영등포동7가 208,19층,2020 12 3,"    70,000/         0",59.8976,18.1,2020,29419.889502762424,27.62430939226519
경남아너스빌, 영등포동7가 46-1,5층,2020 12 5,"    53,000/         0",59.9,18.1,1998,18365.34836086182,5.340699815837937
훼미리하우스117, 영등포동7가 94-51,2층,2020 12 6,       500/        50,16.98,5.1,2012,11172.043010752692,61.98608475648324
근상프리즘, 영등포동7가 29-130,10층,2020 12 16,"    45,000/         0",82.79,25.0,2010,16350.0,0.0
브라운스톤, 영등포동7가 202,10층,2020 12 21,"    50,000/         0",84.9,25.7,2004,16123.75618109598,4.796365819552529
아크로타워스퀘어, 영등포동7가 203,30층,2020 12 28,"    70,000/        40",84.65,25.6,2017,25361.649177116375,10.803646681687706
여의휴젠느, 영등포동7가 94-99,11층,2020 12 29,"    32,000/         0",35.42,10.7,2018,31338.28935230805,0.0
엔비어스파크, 영등포동7가 209,12층,2020 12 31,"     1,000/        67",16.645,5.0,2020,2003.3783783783783,132.6418918918919
영등포메이준2011, 영등포동8가 51-1,14층,2020 12 8,"    13,500/         0",12.11,3.7,2012,20656.370656370655,54.05405405405405
당산푸르지오, 영등포동8가 91,14층,2020 12 28,"    60,000/        50",114.51,34.6,2004,19324.708961218123,6.98816610873795
화랑, 여의도동 40-4,10층,2020 12 2,"    60,000/         0",104.5,31.6,1977,16637.13235693984,8.413889154621863
대우트럼프월드, 여의도동 55-1,32층,2020 12 3,"    60,000/        69",104.7,31.7,2002,21183.952374870612,14.348050282824826
순복음(초원), 여의도동 11-1,14층,2020 12 7,"    26,460/         0",66.94,20.2,1971,8798.9337395278,12.871287128712869
목화, 여의도동 30,11층,2020 12 10,"    47,250/         0",89.26,27.0,1977,14450.529087363378,9.742527726035972
리첸시아, 여의도동 61,37층,2020 12 15,"    99,750/         0",137.82,41.7,2003,20286.864046404677,15.082854364254851
미성, 여의도동 37,7층,2020 12 17,"    65,000/         0",92.56,28.0,1978,14569.177480411361,12.937342595136744
"광장아파트(1,2동)", 여의도동 38-1,7층,2020 12 18,"    90,000/         0",117.06,35.4,1978,16541.983898271654,9.314826362076893
공작, 여의도동 21-2,5층,2020 12 21,"    40,000/        60",91.97,27.8,1976,12107.389280435766,8.888119901783787
한양, 여의도동 42,8층,2020 12 22,"    40,000/         0",105.72,32.0,1975,14167.089824545083,8.554005875795074
서울, 여의도동 21-1,11층,2020 12 22,"    57,700/         0",139.31,42.1,1976,14534.643488101776,8.637443316778233
대교, 여의도동 41,12층,2020 12 23,"   100,000/         0",151.74,45.9,1979,12159.042122069584,10.11338628774337
진주, 여의도동 54,6층,2020 12 24,"    30,000/         0",48.26,14.6,1977,16432.805650639704,14.623805910497264
롯데캐슬아이비, 여의도동 43-4,19층,2020 12 28,"   120,000/         0",137.09,41.5,2005,19345.165488407038,14.856750388831285
삼익, 여의도동 51,3층,2020 12 28,"    40,000/       150",122.78,37.1,1974,17395.48276095395,4.894190234875145
은하, 여의도동 52,9층,2020 12 28,"    57,750/         0",121.51,36.8,1974,16069.00232919255,5.677406832298137
대우트럼프월드II, 여의도동 48,23층,2020 12 28,"   120,000/         0",123.78,37.4,2003,20758.22585265778,16.920120320855613
삼부, 여의도동 30-2,3층,2020 12 29,"   170,000/         0",175.8,53.2,1977,14501.04707625816,8.558952344719003
여의도자이, 여의도동 47,24층,2020 12 30,"   122,850/         0",148.94,45.1,2008,24436.82475991509,20.880638294636018
광장, 여의도동 28,5층,2020 12 30,"    74,000/         0",102.35,31.0,1978,15660.293028790591,7.7600016148060345
시범, 여의도동 50,6층,2020 12 31,"    32,500/         0",79.24,24.0,1971,11212.279818582227,8.523699714620827
롯데캐슬엠파이어, 여의도동 36,26층,2020 12 31,"   120,000/         0",107.58,32.5,2005,19830.994845167832,14.600291520621036
신동아파밀리에, 당산동1가 457,4층,2020 12 2,"    42,000/         0",59.4,18.0,2008,17253.64133756727,12.626533685167793
코오롱, 당산동1가 9-1,11층,2020 12 12,"    28,875/         0",59.6,18.0,1996,15980.235042735041,4.326923076923077
대우, 당산동2가 16-1,12층,2020 12 9,"     1,000/        94",45.55,13.8,1999,14960.963550561977,15.789296446754179
현대, 당산동2가 164,9층,2020 12 31,"    55,000/        30",82.77,25.0,1994,18081.052631578947,6.473684210526317
한양, 당산동3가 2-6,14층,2020 12 3,"    45,000/         0",84.93,25.7,1986,14358.616437798444,7.0637981074023015
당산계룡리슈빌3단지, 당산동3가 565,10층,2020 12 12,"    43,000/         0",49.993,15.1,2014,25959.948826008433,6.682721252257676
쌍용예가클래식, 당산동3가 559,2층,2020 12 15,"    51,450/         0",68.28,20.7,2010,20874.32001265563,6.506259214017006
당산계룡리슈빌2단지, 당산동3가 566,13층,2020 12 23,"    15,000/        65",42.294,12.8,2014,26012.549978289964,20.844896370464554
당산계룡리슈빌1단지, 당산동3가 564,2층,2020 12 23,"    39,000/         0",46.203,14.0,2014,27259.638561181488,17.30540520786733
삼익, 당산동3가 394,4층,2020 12 29,"    29,000/         0",60.83,18.4,1979,14119.9604743083,0.741106719367589
브라운스톤 당산, 당산동4가 98,6층,2020 12 1,"    72,000/         0",84.039,25.4,2015,20756.195191320152,12.189582071471838
금호, 당산동4가 95,9층,2020 12 17,"    52,500/         0",84.25,25.5,2002,20390.51258047308,0.6535947712418301
당산동반도유보라팰리스, 당산동4가 96,9층,2020 12 23,"    77,000/         0",124.62,37.7,2010,19120.97260992303,10.07892598072945
현대5, 당산동4가 30-1,5층,2020 12 28,"    64,600/         0",59.75,18.1,2000,21250.984033802175,7.265809994086823
한강아파트, 당산동4가 29,2층,2020 12 29,"    42,000/         0",84.98,25.7,1999,20015.953962452022,2.53501290466271
반도보라빌, 당산동5가 41,2층,2020 12 2,"    34,800/         0",74.76,22.6,2002,19474.932199096453,3.2732207927418755
유원2, 당산동5가 7-2,1층,2020 12 13,"    50,000/         0",123.76,37.4,1984,13230.313347606356,5.537086993888465
당산2효성타운, 당산동5가 13,5층,2020 12 17,"    45,000/        47",84.38,25.5,2001,22567.92717086835,6.820728291316527
당산디오빌, 당산동5가 11-33,9층,2020 12 28,"     1,000/        85",29.23,8.8,2005,16925.689943881134,38.09960270703043
효성1, 당산동5가 12,17층,2020 12 30,"    58,000/         0",59.85,18.1,1999,21776.02977505074,5.566582731050062
삼성래미안, 당산동5가 42,7층,2020 12 31,"    73,000/         0",115.78,35.0,2003,21374.553832365935,9.731258601692948
성원, 당산동5가 40,10층,2020 12 31,"    41,470/         0",59.94,18.1,1997,18239.646736253853,13.905149672231808
드림시드, 당산동 171-19,5층,2020 12 1,"    55,000/         0",84.22,25.5,2005,18774.004447139683,0.0
태경, 당산동 121-60,14층,2020 12 4,"     3,000/        35",12.72,3.8,2013,5291.1534154535275,91.8952967525196
래미안당산1차, 당산동 374,13층,2020 12 8,"    40,400/         0",59.97,18.1,1995,18432.484093939354,5.887862808988419
강변래미안, 당산동 376,9층,2020 12 20,"    60,000/        85",108.15,32.7,2002,20486.1344759127,7.889145320586662
리첸트, 당산동 121-204,7층,2020 12 24,"     3,000/        41",17.07,5.2,2012,10936.682365253793,60.29565672422815
미진리버빌, 당산동 121-131,4층,2020 12 28,"     1,000/        50",19.65,5.9,2012,1593.726283835062,87.14900075891727
브라보, 당산동 121-26,9층,2020 12 30,"    16,950/         0",15.46,4.7,2016,27589.550031729566,0.3644314868804665
훼미리하우스138, 당산동 121-108,10층,2020 12 30,"    13,650/         0",13.34,4.0,2013,27060.49448991168,23.878737541528242
영등포아트자이, 도림동 821,11층,2020 12 17,"     6,112/         0",40.056,12.1,2014,15270.553593144548,9.348113826299773
도림청구, 도림동 221-1,7층,2020 12 18,"    42,000/         0",84.96,25.7,1997,11476.679295515052,16.630116959064328
동아, 도림동 165-1,15층,2020 12 28,"    27,000/        55",59.93,18.1,2000,13440.904277817783,11.50762086978954
남성, 문래동2가 35,1층,2020 12 28,"     2,000/        57",47.3,14.3,1983,9193.239370208461,8.827544819568748
문래동금호어울림, 문래동3가 97,12층,2020 12 5,"    10,000/       190",84.97,25.7,2006,14717.290856031126,25.29182879377432
예지팰리스77차, 문래동3가 99,8층,2020 12 11,"     5,000/       130",57.38,17.4,2015,11684.193364310751,29.473383875438174
문래자이, 문래동3가 54,7층,2020 12 28,"    63,000/         0",84.98,25.7,2001,19246.937576504064,9.070026963810108
한신, 문래동3가 77-2,8층,2020 12 30,"    58,000/         0",79.46,24.0,1988,18041.146483562217,5.6419059508947145
문래힐스테이트, 문래동3가 94,9층,2020 12 30,"    52,500/        30",84.92,25.7,2003,18993.719015108793,4.526390968980971
리버뷰신안인스빌2단지, 문래동4가 68,15층,2020 12 2,"    43,000/         0",84.995,25.7,2008,15878.47949715654,7.033822208919485
문래동삼환, 문래동4가 43,18층,2020 12 19,"    31,500/         0",59.85,18.1,2001,16138.55968683236,2.0817786021904943
리버뷰신안인스빌1단지, 문래동4가 67,11층,2020 12 31,"    60,000/         0",84.995,25.7,2008,18117.70428015564,0.0
현대3, 문래동5가 21,3층,2020 12 24,"    45,000/         0",84.36,25.5,1991,13698.069852941175,0.0
현대6, 문래동6가 55-1,2층,2020 12 14,"     3,500/       100",50.55,15.3,1997,15166.128802999858,6.871160887194384
현대2, 문래동6가 45,2층,2020 12 15,"    23,000/         0",41.04,12.4,1987,14536.343004963179,9.372377607130712
e편한세상 문래 에듀플라츠, 문래동6가 58,19층,2020 12 21,"    40,000/        50",59.9833,18.1,2020,27556.834927501353,16.225771084730034
현대1, 문래동6가 46,12층,2020 12 23,"    37,800/         0",79.52,24.1,1986,15873.626373626375,13.865836791147995
베어스타운, 문래동6가 38-1,2층,2020 12 25,"    20,000/        45",59.95,18.1,1997,14885.031278887287,7.05978459487929
미주프라자, 문래동6가 56-1,12층,2020 12 25,"    40,000/         0",59.94,18.1,1998,15627.466456195736,2.367797947908445
한신, 문래동6가 43,1층,2020 12 26,"    32,000/         0",40.04,12.1,1985,13218.300846055901,10.265562897141844
삼환, 양평동1가 245,11층,2020 12 14,"    35,700/         0",84.66,25.6,1994,12855.60132202052,9.07039265982636
신동아, 양평동1가 20,15층,2020 12 23,"    24,000/         0",50.81,15.4,1982,15704.46635166929,6.323280639328007
상록수, 양평동2가 45,12층,2020 12 12,"    37,000/         0",59.54,18.0,1999,16107.351135666053,1.7955801104972373
벽산, 양평동2가 23,10층,2020 12 26,"    30,450/         0",59.58,18.0,1990,14697.232781239356,6.51883056234144
삼천리, 양평동3가 24,11층,2020 12 4,"    55,000/         0",84.94,25.7,2000,16749.89156399495,8.563535911602209
거성파스텔, 양평동3가 90-1,23층,2020 12 24,"    58,000/         0",84.99,25.7,1999,17078.94340407713,5.469326626108018
양평경남, 양평동3가 55-1,3층,2020 12 26,"    45,000/         0",59.9,18.1,1998,17907.767590343316,3.970994475138121
현대2, 양평동3가 79-4,5층,2020 12 28,"    42,000/         0",80.92,24.5,1990,15017.142857142859,4.734693877551021
우림루미아트, 양평동3가 102,18층,2020 12 30,"    48,000/         0",81.5,24.7,2004,18734.478161699448,4.035391055190268
현대6, 양평동3가 101,21층,2020 12 31,"    10,000/       110",84.94,25.7,2000,17894.274834063686,5.3019288552873896
약산, 양평동4가 160-2,5층,2020 12 12,"    10,000/        13",34.58,10.5,1984,5058.618908336713,30.57060964097651
성원, 양평동4가 12,14층,2020 12 29,"    50,000/         0",84.66,25.6,1993,15111.400462962964,4.846643518518519
동보, 양평동5가 9-1,8층,2020 12 12,"    46,000/         0",59.4,18.0,1998,16703.78746345029,7.2514619883040945
한신, 양평동5가 76,11층,2020 12 29,"    35,000/         0",59.94,18.1,1996,17613.70444472284,5.452971216307275
한솔, 양평동6가 99,8층,2020 12 16,"    37,500/         0",59.28,17.9,1999,13617.810245151557,4.949175996054791
동양, 양평동6가 100,2층,2020 12 18,"    29,000/        10",59.86,18.1,2000,16737.2860101325,1.6574585635359114
보라매에스케이뷰, 신길동 4958,14층,2020 12 1,"    10,106/        37",39.98,12.1,2020,15856.462632003386,12.368276273817823
신길레전드 힐스, 신길동 261-22,13층,2020 12 2,"     1,000/        45",13.74,4.2,2013,8602.266810845447,77.20773759461733
메트하임, 신길동 2363,12층,2020 12 2,"    34,000/         0",53.591,16.2,2017,20870.289889107094,6.216443716443716
신길센트럴자이아파트, 신길동 337-246,3층,2020 12 10,"     3,475/        20",48.03,14.5,2020,13545.644975342591,13.061679405078923
경남, 신길동 67-1,13층,2020 12 11,"    45,100/         0",84.96,25.7,1999,16342.251219984091,9.46114682087552
래미안 영등포 프레비뉴, 신길동 4945,7층,2020 12 11,"    80,000/         0",84.98,25.7,2015,17717.369094407557,10.997263780529302
신기목련, 신길동 4935,3층,2020 12 12,"    33,000/         0",59.4,18.0,2000,15925.925925925927,0.0
