건물명,주소,층,거래일,거래금액,면적,평,건축년도,10평보증금평균,10평월세평균,건물형태,보증금평가,월세평가,경도,위도
J&KHOUSE,신림동 1569-23,5층,2020 6 12,"     1,000/        50",17.45,5.3,2013,4077.206679679029,84.32010409889396,연립/다세대,적정보증금,고월세,127.03397,37.57988
소노하우스,신림동 511-30,2층,2020 6 14,"     1,500/        45",20.43,6.2,2014,2419.3548387096776,72.58064516129029,연립/다세대,적정보증금,고월세,126.933237,37.54608
(1629-9),신림동 1629-9,2층,2020 6 15,"     3,000/        65",57.8,17.5,2001,1714.2857142857142,37.142857142857146,연립/다세대,적정보증금,고월세,126.924686,37.545768
(1508-1),신림동 1508-1,1층,2020 6 16,"     2,000/        75",45.42,13.7,2004,1459.8540145985407,54.74452554744526,연립/다세대,적정보증금,고월세,126.921472,37.547397
한신빌라,신림동 704-48,2층,2020 6 20,       400/        43,29.81,9.0,1990,444.4444444444445,47.77777777777778,연립/다세대,적정보증금,고월세,126.911825,37.55710300000001
파크뷰23,신림동 103-19,5층,2020 6 21,"     6,000/        70",47.05,14.2,2016,4225.352112676056,49.29577464788733,연립/다세대,적정보증금,고월세,126.91189,37.554968
성림빌라,신림동 675-96,2층,2020 6 26,"     1,000/        40",36.74,11.1,1991,900.9009009009008,36.03603603603604,연립/다세대,적정보증금,고월세,126.90477,37.551181
청림빌라(408-76),신림동 408-76,1층,2020 6 30,       500/        55,36.72,11.1,1990,450.4504504504504,49.54954954954955,연립/다세대,적정보증금,고월세,126.91534,37.546476
진산빌리지,남현동 602-244,4층,2020 6 14,"    10,000/        80",72.5,21.9,2000,4566.2100456621,36.52968036529681,연립/다세대,적정보증금,고월세,126.906824,37.552335
에덴하우스,용두동 39-415,4층,2020 6 11,"     2,000/        35",14.96,4.5,2013,4444.444444444445,92.5925925925926,연립/다세대,적정보증금,고월세,127.071595,37.570433
지원하우스,제기동 1158-34,5층,2020 6 6,"     2,000/        90",34.38,10.4,2016,1923.0769230769226,86.53846153846153,연립/다세대,적정보증금,고월세,126.907294,37.554988
(137-650),제기동 137-650,7층,2020 6 8,"     3,000/        65",21.56,6.5,2019,2853.9149228804413,111.43039591315451,연립/다세대,적정보증금,고월세,127.069294,37.564351
태종빌하우스,제기동 1158-12,4층,2020 6 13,"     7,000/       140",104.55,31.6,2019,2215.1898734177216,44.303797468354425,연립/다세대,적정보증금,고월세,126.903055,37.558544
청양,제기동 1149-4,2층,2020 6 27,"     2,000/        35",13.81,4.2,2001,5505.952380952382,85.41666666666666,연립/다세대,적정보증금,고월세,127.071846,37.569408
수하우스,장안동 420-3,4층,2020 6 15,"     3,000/        65",39.8,12.0,2015,1515.9574468085107,73.35992907801419,연립/다세대,적정보증금,고월세,126.940202,37.544143
313빌,휘경동 183-313,2층,2020 6 16,"     1,500/        45",23.52,7.1,2003,1791.5693806331753,62.65973739047474,연립/다세대,적정보증금,고월세,127.012161,37.56212100000001
(183-337),휘경동 183-337,3층,2020 6 18,"     1,000/        50",24.0,7.3,2002,1369.86301369863,68.49315068493149,연립/다세대,적정보증금,고월세,126.924781,37.56361
양지빌라A,휘경동 286-226,4층,2020 6 20,"     5,000/        50",44.28,13.4,2003,3865.6716417910447,36.99004975124378,연립/다세대,적정보증금,고월세,126.938634,37.5422
(346-120),이문동 346-120,9층,2020 6 11,"     4,500/        50",29.82,9.0,2018,3502.2385022385024,64.5909645909646,연립/다세대,적정보증금,고월세,126.938954,37.546708
서일빌,장충동2가 193-148,2층,2020 6 27,"     1,000/        50",17.5,5.3,2000,1886.7924528301885,94.33962264150944,연립/다세대,적정보증금,고월세,126.906689,37.562317
데일리빌,신당동 80-75,2층,2020 6 6,"     5,000/        75",29.82,9.0,2015,5555.555555555556,83.33333333333334,연립/다세대,적정보증금,고월세,126.909533,37.562893
메이플트리(432-91),신당동 349-91,3층,2020 6 8,"     1,000/        60",12.71,3.8,2012,2667.140825035562,146.51493598862018,연립/다세대,적정보증금,고월세,127.074713,37.605715
장충시스모빌,신당동 420-3,3층,2020 6 20,"    10,000/        50",42.59,12.9,2003,4263.565891472868,52.32558139534884,연립/다세대,적정보증금,고월세,126.912503,37.555622
다온빌딩,황학동 841,5층,2020 6 16,"     2,000/        40",17.36,5.3,2012,3773.584905660377,75.47169811320755,연립/다세대,적정보증금,고월세,126.97149,37.585317
성일하스빌,면목동 596-32,4층,2020 6 1,"     1,000/        50",23.04,7.0,2008,1428.5714285714291,71.42857142857143,연립/다세대,적정보증금,고월세,126.965769,37.58151
삼성트윈빌,면목동 137-5,6층,2020 6 9,"     6,000/        50",38.72,11.7,2013,5128.205128205128,42.735042735042725,연립/다세대,적정보증금,고월세,127.001127,37.578958
어울림홈타운(119-38),면목동 119-38,6층,2020 6 22,"    10,000/        70",53.53,16.2,2016,6172.83950617284,43.20987654320989,연립/다세대,적정보증금,고월세,127.019705,37.578132
다온쉐르빌,면목동 592-3,3층,2020 6 27,"     6,000/        70",44.49,13.5,2016,4444.444444444444,51.85185185185186,연립/다세대,적정보증금,고월세,126.958133,37.60869
(14-32),면목동 14-32,1층,2020 6 27,       500/        50,23.1,7.0,2013,714.2857142857142,71.42857142857143,연립/다세대,적정보증금,고월세,126.958666,37.606181
펠리체빌(119-2),상봉동 119-2,2층,2020 6 1,"     1,000/        45",16.04,4.9,2013,2107.3646850044365,87.22271517302575,연립/다세대,적정보증금,고월세,126.915481,37.564083
(136-91),상봉동 136-91,2층,2020 6 3,"     1,000/        60",31.96,9.7,2016,1030.9278350515463,61.855670103092784,연립/다세대,적정보증금,고월세,126.971841,37.606774
세종에코그린(210-19),상봉동 210-19,2층,2020 6 8,"     2,000/        43",31.2,9.4,2014,2127.659574468085,45.744680851063826,연립/다세대,적정보증금,고월세,126.964999,37.595433
(85-23),상봉동 85-23,3층,2020 6 18,"     2,000/        85",28.19,8.5,2019,2352.9411764705883,100.0,연립/다세대,적정보증금,고월세,127.042273,37.495511
지앤지타운(127-28),상봉동 127-28,6층,2020 6 19,"     5,000/        50",29.97,9.1,2014,5494.5054945054935,54.94505494505495,연립/다세대,적정보증금,고월세,127.042383,37.495683
동보빌딩,상봉동 122-4,4층,2020 6 22,"     4,000/        65",50.09,15.2,2003,2631.578947368421,42.76315789473684,연립/다세대,적정보증금,고월세,127.034084,37.493849
대우해피빌,중화동 178-30,3층,2020 6 5,"     5,000/        50",34.66,10.5,2015,4761.904761904762,47.61904761904761,연립/다세대,적정보증금,고월세,127.035616,37.496917
미래데시앙,중화동 297-9,4층,2020 6 6,"     2,000/        67",29.7,9.0,2019,9444.444444444445,37.22222222222222,연립/다세대,적정보증금,고월세,127.097464,37.604954
탑클래스2차,중화동 305-59,8층,2020 6 20,"     3,000/        70",30.83,9.3,2020,3225.806451612903,75.26881720430106,연립/다세대,적정보증금,고월세,127.037548,37.506754
탑클래스2차,중화동 305-59,8층,2020 6 20,"     3,000/        70",30.83,9.3,2020,3225.806451612903,75.26881720430106,연립/다세대,적정보증금,고월세,127.037548,37.506754
(693-6),아현동 693-6,3층,2020 6 8,"     2,000/        65",48.49,14.7,2007,1360.544217687075,44.21768707482993,연립/다세대,적정보증금,고월세,127.041618,37.519275
로제캐슬,염리동 85-14,3층,2020 6 8,"     1,000/        58",19.6,5.9,2016,1403.0131826741995,93.5969868173258,연립/다세대,적정보증금,고월세,127.064448,37.515512
신수빌,신수동 228-4,2층,2020 6 28,"     1,000/        50",24.65,7.5,2008,1316.0173160173165,62.55411255411255,연립/다세대,적정보증금,고월세,127.04339,37.495718
(344-4),상수동 344-4,2층,2020 6 12,"     3,000/        50",30.3,9.2,2003,3260.869565217392,54.34782608695652,연립/다세대,적정보증금,고월세,127.048832,37.513324
(328-6),상수동 328-6,2층,2020 6 17,"     1,000/        75",41.04,12.4,2008,806.4516129032257,60.48387096774193,연립/다세대,적정보증금,고월세,127.052767,37.509886
지혜빌딩,상수동 333-6,4층,2020 6 26,"     1,000/        55",29.85,9.0,2001,1111.111111111111,61.11111111111111,연립/다세대,적정보증금,고월세,127.056148,37.50002
(12-26),당인동 12-26,2층,2020 6 24,"     1,000/        80",44.09,13.3,1990,751.8796992481202,60.15037593984962,연립/다세대,적정보증금,고월세,127.057919,37.500394
(469-56),서교동 469-56,3층,2020 6 4,"     3,000/        85",45.92,13.9,2014,2127.8751646570067,60.28979633194854,연립/다세대,적정보증금,고월세,127.042356,37.498728
서교467-4,서교동 467-4,3층,2020 6 19,"     1,000/        46",25.39,7.7,2002,1298.7012987012986,62.337662337662344,연립/다세대,적정보증금,고월세,126.908014,37.549886
진흥푸르지오(484-15),서교동 484-15,4층,2020 6 20,"     4,000/        20",25.11,7.6,2008,4417.293233082707,45.89598997493734,연립/다세대,적정보증금,고월세,127.055682,37.499358
"서교하이츠 A,B동",서교동 247-217,2층,2020 6 22,"     1,000/        55",42.12,12.7,1986,787.4015748031495,43.30708661417323,연립/다세대,적정보증금,고월세,127.057202,37.500749
문리빙,서교동 395-182,2층,2020 6 23,"     6,000/        50",38.39,11.6,2002,5104.192508062516,43.13445795088068,연립/다세대,적정보증금,고월세,127.037602,37.493788
(147-39),동교동 147-39,1층,2020 6 24,        50/        50,18.48,5.6,2002,89.2857142857143,89.2857142857143,연립/다세대,적정보증금,고월세,127.060936,37.504248
동인리버빌나동,합정동 450-20,4층,2020 6 8,"     3,000/       110",69.83,21.1,2009,1421.8009478672986,52.13270142180096,연립/다세대,적정보증금,고월세,127.036666,37.513775
(458-3),합정동 458-3,2층,2020 6 8,"     3,000/        50",36.33,11.0,1990,2727.2727272727275,45.45454545454546,연립/다세대,적정보증금,고월세,127.027594,37.510285
신영빌라,합정동 357-8,4층,2020 6 12,"     3,000/       100",59.64,18.0,2003,1860.7305936073064,55.175038051750384,연립/다세대,적정보증금,고월세,127.016031,37.577705
삼성주택(448-1),합정동 448-1,2층,2020 6 23,"     5,000/        70",62.46,18.9,1997,2645.502645502645,37.03703703703704,연립/다세대,적정보증금,고월세,127.025076,37.513481
망원빌라(436-35),망원동 436-35,2층,2020 6 8,"     1,000/        87",56.09,17.0,2003,588.2352941176471,51.17647058823529,연립/다세대,적정보증금,고월세,127.030814,37.512348
(478-13),망원동 478-13,2층,2020 6 13,"     1,000/        55",39.75,12.0,1986,833.3333333333333,45.83333333333333,연립/다세대,적정보증금,고월세,127.026771,37.511874
창흥주택,망원동 423-21,5층,2020 6 25,"     2,000/        40",16.77,5.1,2008,3123.5750113999084,62.47150022799818,연립/다세대,적정보증금,고월세,127.04331100000002,37.513432
(379-13),망원동 379-13,2층,2020 6 26,"     1,500/        72",45.22,13.7,2002,1094.890510948905,52.554744525547456,연립/다세대,적정보증금,고월세,126.95446499999998,37.564849
(485-5),망원동 485-5,5층,2020 6 26,"     1,000/        41",74.41,22.5,1997,919.1114191114192,42.30934780934781,연립/다세대,적정보증금,고월세,127.03272,37.501407
삼화에이스2,망원동 382-11,3층,2020 6 29,"     1,000/        50",19.8,6.0,2008,1666.6666666666665,83.33333333333334,연립/다세대,적정보증금,고월세,126.949184,37.586193
명진화이트빌2(456-52),망원동 456-52,4층,2020 6 30,"     1,000/        64",29.38,8.9,2011,1123.5955056179776,71.91011235955057,연립/다세대,적정보증금,고월세,126.948956,37.586317
(229-17),연남동 229-17,2층,2020 6 11,       500/        48,18.88,5.7,2012,877.1929824561403,84.21052631578947,연립/다세대,적정보증금,고월세,126.945377,37.58962800000001
루하우스,연남동 509-19,3층,2020 6 11,"     2,000/        50",17.15,5.2,2016,2903.469079939668,101.99849170437406,연립/다세대,적정보증금,고월세,126.942893,37.588326
라벨메종,연남동 564-14,2층,2020 6 12,"     2,000/        78",37.84,11.4,2014,7414.3692564745215,44.73684210526316,연립/다세대,적정보증금,고월세,127.054616,37.502269
온유빌,연남동 515-3,2층,2020 6 12,"     1,000/        50",18.72,5.7,2011,1754.3859649122805,87.71929824561403,연립/다세대,적정보증금,고월세,126.943114,37.586283
(493-4),연남동 493-4,2층,2020 6 24,"     3,000/        75",35.93,10.9,1990,2752.293577981652,68.80733944954129,연립/다세대,적정보증금,고월세,126.946018,37.569027
누보뷰떼빌,연남동 256-3,4층,2020 6 25,"    10,000/        55",23.5,7.1,2002,6892.173073904419,54.68984117470782,연립/다세대,적정보증금,고월세,127.043846,37.512265
바우엔1차,연남동 370-58,3층,2020 6 26,"     2,000/        90",49.83,15.1,2015,2909.442666865094,69.12716719994047,연립/다세대,적정보증금,고월세,126.909868,37.568663
예그리나,성산동 240-10,3층,2020 6 4,"     4,000/        25",18.9,5.7,2011,7017.543859649122,43.85964912280701,연립/다세대,적정보증금,고월세,126.930753,37.565529
궁전빌,성산동 638-1,5층,2020 6 7,"     2,000/        60",28.3,8.6,2010,2325.581395348837,69.76744186046511,연립/다세대,적정보증금,고월세,126.935505,37.577556
그레이스빌,성산동 199-27,3층,2020 6 8,"     3,000/        80",40.43,12.2,2016,2023.158990372105,62.548790007806396,연립/다세대,적정보증금,고월세,127.052968,37.474197
풍림주택,성산동 49-1,3층,2020 6 9,       500/        45,33.57,10.2,1995,490.1960784313726,44.11764705882353,연립/다세대,적정보증금,고월세,126.920412,37.569102
대성빌라(D동),성산동 214-24,1층,2020 6 13,"     1,000/        65",36.9,11.2,1989,892.8571428571429,58.03571428571429,연립/다세대,적정보증금,고월세,126.926252,37.569182
(135-95),원서동 135-95,2층,2020 6 17,"     3,000/        90",59.88,18.1,1999,1657.4585635359113,49.72375690607735,연립/다세대,적정보증금,고월세,126.912149,37.582253
(76-55),원서동 76-55,3층,2020 6 28,"     3,000/        80",49.65,15.0,1996,2000.0,53.33333333333333,연립/다세대,적정보증금,고월세,126.904373,37.577523
(102-1),연건동 102-1,1층,2020 6 23,"     2,000/        50",40.17,12.2,1995,1375.3820505696024,44.55404278966381,연립/다세대,적정보증금,고월세,127.029817,37.508096
영하우스,숭인동 207-32,18층,2020 6 4,"     4,560/        34",16.59,5.0,2015,9120.0,68.0,연립/다세대,적정보증금,고월세,126.923709,37.578341
숭인동연립주택,숭인동 456,3층,2020 6 6,"     2,000/        80",59.98,18.1,2001,1104.9723756906076,44.19889502762429,연립/다세대,적정보증금,고월세,126.942146,37.5082
(210-50),행촌동 210-50,4층,2020 6 25,       500/        35,20.12,6.1,1996,819.672131147541,57.377049180327866,연립/다세대,적정보증금,고월세,126.945697,37.503411
가만 빌리지,평창동 234-30,2층,2020 6 24,"     3,000/       105",84.7,25.6,2010,781.25,47.8515625,연립/다세대,적정보증금,고월세,126.968026,37.604993
(103-14),홍지동 103-14,1층,2020 6 7,"     3,000/        55",43.06,13.0,1986,2307.692307692308,42.30769230769232,연립/다세대,적정보증금,고월세,126.941997,37.499539
리치빌,역삼동 792-35,3층,2020 6 1,"     1,000/        90",39.95,12.1,2002,2066.1157024793392,66.11570247933885,연립/다세대,적정보증금,고월세,127.03673899999998,37.49406
골든빌,역삼동 777-16,2층,2020 6 2,"     2,000/        85",66.63,20.2,2000,990.0990099009905,42.07920792079208,연립/다세대,적정보증금,고월세,126.933116,37.495017
다사랑빌,역삼동 834-42,2층,2020 6 3,"     1,000/        55",17.35,5.2,2012,1923.0769230769226,105.76923076923076,연립/다세대,적정보증금,고월세,126.937154,37.502911
(774-30),역삼동 774-30,3층,2020 6 4,"     1,000/        70",29.44,8.9,2001,1123.5955056179776,82.39700374531834,연립/다세대,적정보증금,고월세,126.943852,37.557339
(664-27),역삼동 664-27,3층,2020 6 4,"     6,000/        48",22.14,6.7,2012,8955.223880597017,71.64179104477613,연립/다세대,적정보증금,고월세,126.950613,37.497255
정동빌라,역삼동 732-2,3층,2020 6 4,"     1,000/        55",24.64,7.5,2002,1333.3333333333335,73.33333333333333,연립/다세대,적정보증금,고월세,126.933609,37.503257
광석빌라,역삼동 733-12,3층,2020 6 4,"     3,000/       124",50.65,15.3,1994,1633.9869281045749,84.64052287581697,연립/다세대,적정보증금,고월세,126.929653,37.57121400000001
파크스위트,역삼동 698-7,2층,2020 6 10,"     1,000/       128",29.18,8.8,2020,2482.3232323232323,146.72979797979798,연립/다세대,적정보증금,고월세,127.048228,37.511003
월드쉐르빌2,역삼동 789-22,5층,2020 6 11,"     3,000/        62",33.68,10.2,2002,1732.3683400061593,67.04137152243095,연립/다세대,적정보증금,고월세,126.943564,37.585728
예일하우스,역삼동 664-1,4층,2020 6 12,"     3,000/        53",25.2,7.6,1996,4171.486408328514,62.340948525159064,연립/다세대,적정보증금,고월세,126.937355,37.495118
그린빌라(777-38),역삼동 777-38,2층,2020 6 18,       500/        65,24.86,7.5,2002,666.6666666666667,86.66666666666666,연립/다세대,적정보증금,고월세,126.93648600000002,37.499778000000006
(658),역삼동 658,4층,2020 6 29,"     8,000/       155",77.15,23.3,2002,5579.399141630901,59.012875536480685,연립/다세대,적정보증금,고월세,126.935555,37.582836
신양빌라,개포동 1180-1,3층,2020 6 11,"     9,000/        61",43.845,13.3,2018,6766.917293233082,45.86466165413533,연립/다세대,적정보증금,고월세,126.957564,37.508895
삼성하이빌,청담동 39-1,1층,2020 6 1,"     5,000/       145",72.44,21.9,2002,2283.10502283105,66.21004566210046,연립/다세대,적정보증금,고월세,126.97638899999998,37.48293
CH빌,청담동 109-23,2층,2020 6 4,"    10,000/        30",29.29,8.9,2011,6437.649659237429,74.23098176459754,연립/다세대,적정보증금,고월세,126.92028,37.581346
성지빌라,청담동 109-8,1층,2020 6 4,"     3,000/       120",50.91,15.4,2002,4911.033848041722,58.64607833111771,연립/다세대,적정보증금,고월세,126.925622,37.579899
삼성동 35-22 도시형생활주택,삼성동 35-22,5층,2020 6 3,"     1,000/        90",21.81,6.6,2014,2384.135472370767,131.3750247573777,연립/다세대,적정보증금,고월세,126.92365,37.58162
삼성헬마빌,삼성동 26-26,2층,2020 6 8,"     1,000/        57",15.84,4.8,2011,1335.7843137254906,100.55147058823529,연립/다세대,적정보증금,고월세,127.048995,37.514731
수목하우스,삼성동 27-9,4층,2020 6 15,"     7,000/        50",40.75,12.3,2004,5691.056910569107,40.65040650406503,연립/다세대,적정보증금,고월세,126.970785,37.4818
(33-26),삼성동 33-26,3층,2020 6 15,"     2,000/       128",44.0,13.3,2008,1503.7593984962405,96.24060150375941,연립/다세대,적정보증금,고월세,126.973024,37.479305
삼영빌,삼성동 123-5,2층,2020 6 16,"     5,000/        50",26.43,8.0,2003,6250.0,62.5,연립/다세대,적정보증금,고월세,126.972424,37.479381
호원하우스,삼성동 24-4,3층,2020 6 17,"     1,000/        60",27.11,8.2,2002,1222.3897413450704,66.5803402799731,연립/다세대,적정보증금,고월세,126.929702,37.494887
(31-11),삼성동 31-11,3층,2020 6 19,"     5,000/        80",39.66,12.0,2009,4166.666666666667,66.66666666666667,연립/다세대,적정보증금,고월세,126.974281,37.480848
선릉파크빌,삼성동 115-10,2층,2020 6 22,"     1,000/        60",29.67,9.0,2002,1111.111111111111,66.66666666666667,연립/다세대,적정보증금,고월세,126.979006,37.483448
(46-34),삼성동 46-34,4층,2020 6 26,"     1,000/        87",29.02,8.8,2010,1136.3636363636365,98.86363636363636,연립/다세대,적정보증금,고월세,126.978688,37.486031
(27-8),삼성동 27-8,1층,2020 6 26,"     2,000/       115",54.86,16.6,2001,1204.8192771084334,69.27710843373492,연립/다세대,적정보증금,고월세,126.973117,37.479126
그린빌(125-0),삼성동 125,5층,2020 6 29,"     5,000/       150",89.55,27.1,2001,1845.018450184502,55.350553505535046,연립/다세대,적정보증금,고월세,126.977802,37.49215
(31-6),삼성동 31-6,3층,2020 6 30,"     5,000/       120",37.59,11.4,2004,7786.774628879893,55.60053981106614,연립/다세대,적정보증금,고월세,126.942304,37.511463
(916-74),대치동 916-74,3층,2020 6 8,         0/       120,53.11,16.1,2003,6888.02922845476,51.2319975224693,연립/다세대,적정보증금,고월세,127.100274,37.469269
제이시빌,대치동 901-70,3층,2020 6 12,"     1,000/       103",43.47,13.1,2003,763.3587786259543,78.62595419847328,연립/다세대,적정보증금,고월세,126.923258,37.503443
(898-24),대치동 898-24,1층,2020 6 16,"     1,000/        58",24.7,7.5,2001,1333.3333333333335,77.33333333333333,연립/다세대,적정보증금,고월세,126.925528,37.494975
(903-10),대치동 903-10,2층,2020 6 19,"     1,000/        60",28.05,8.5,2002,1176.4705882352941,70.58823529411767,연립/다세대,적정보증금,고월세,126.923483,37.495669
(901-17),대치동 901-17,2층,2020 6 20,"     1,000/        51",29.26,8.9,2001,1123.5955056179776,57.30337078651685,연립/다세대,적정보증금,고월세,126.925729,37.497554
(960-15),대치동 960-15,4층,2020 6 23,"     3,000/       107",48.66,14.7,2004,2040.8163265306125,72.78911564625852,연립/다세대,적정보증금,고월세,126.910314,37.488249
(901-46),대치동 901-46,2층,2020 6 29,"     3,000/       100",52.14,15.8,2000,1898.73417721519,63.291139240506325,연립/다세대,적정보증금,고월세,126.908533,37.486305
풀하우스,대치동 934-27,3층,2020 6 30,"     2,000/       125",44.91,13.6,2004,1439.5194697597349,95.25165700082852,연립/다세대,적정보증금,고월세,127.082512,37.480485
(149-15),논현동 149-15,3층,2020 6 1,"     1,000/       120",43.9,13.3,2013,751.8796992481202,90.22556390977444,연립/다세대,적정보증금,고월세,126.921214,37.496945
에스에스빌리지,논현동 183-13,3층,2020 6 3,"     2,000/        65",38.03,11.5,1997,1739.1304347826087,56.52173913043478,연립/다세대,적정보증금,고월세,126.933285,37.604648
미소지움,논현동 193-31,3층,2020 6 4,"     3,000/       135",54.74,16.6,2008,6111.947791164659,40.66265060240964,연립/다세대,적정보증금,고월세,127.034439,37.486437
하이(156-2),논현동 156-2,4층,2020 6 4,"     1,000/        65",20.2,6.1,2011,1639.344262295082,106.55737704918032,연립/다세대,적정보증금,고월세,126.930134,37.60642100000001
꿈드림,논현동 259-1,3층,2020 6 5,"     1,000/       130",28.74,8.7,2014,3415.6217345872524,142.89446185997915,연립/다세대,적정보증금,고월세,126.94471,37.591172
승재빌라,논현동 175-25,2층,2020 6 5,"     1,000/        65",26.28,7.9,2002,1265.8227848101264,82.27848101265822,연립/다세대,적정보증금,고월세,126.93014,37.605989
대오빌라,논현동 77-23,3층,2020 6 6,"    12,000/        60",48.06,14.5,2002,8780.788177339902,36.761083743842356,연립/다세대,적정보증금,고월세,126.960463,37.5682
삼부빌라(229-23),논현동 229-23,3층,2020 6 11,"     3,000/        85",41.3,12.5,2002,2396.172248803828,62.70813397129186,연립/다세대,적정보증금,고월세,127.042852,37.484676
수호아트빌,논현동 138-2,4층,2020 6 11,"    10,000/        40",34.56,10.5,2002,9523.809523809525,38.095238095238095,연립/다세대,적정보증금,고월세,126.931017,37.608015
해닮은터,논현동 136-28,5층,2020 6 12,       500/        60,20.35,6.2,2003,806.4516129032257,96.77419354838707,연립/다세대,적정보증금,고월세,126.929844,37.605274
토미하우스(243-11),논현동 243-11,2층,2020 6 18,"     6,000/        50",40.5,12.3,2003,4711.7516629711745,40.779748706577976,연립/다세대,적정보증금,고월세,126.947007,37.498719
I.PITNESS VILLE,논현동 224-20,2층,2020 6 18,"     1,000/       150",65.0,19.7,2002,507.6142131979696,76.14213197969544,연립/다세대,적정보증금,고월세,126.926025,37.605438
장원빌딩,논현동 16-3,3층,2020 6 22,"     1,000/        55",25.2,7.6,2002,2631.578947368421,72.3684210526316,연립/다세대,적정보증금,고월세,126.929591,37.606371
하나빌라,논현동 67-17,4층,2020 6 23,"     2,000/       205",103.37,31.3,1991,638.9776357827476,65.49520766773162,연립/다세대,적정보증금,고월세,126.927839,37.606121
(193-15),논현동 193-15,2층,2020 6 25,        90/        85,25.99,7.9,2009,113.92405063291142,107.59493670886074,연립/다세대,적정보증금,고월세,126.926493,37.606767
104-6,논현동 104-6,3층,2020 6 26,"     5,000/       120",42.85,13.0,2016,3846.153846153847,92.30769230769228,연립/다세대,적정보증금,고월세,126.923653,37.603452
한강골드빌리지,논현동 125-21,4층,2020 6 29,"    30,000/         0",83.85,25.4,2002,6262.6546681664795,42.857142857142854,연립/다세대,적정보증금,고월세,127.025597,37.511675
명주빌라,논현동 77-10,3층,2020 6 29,"     6,000/       120",63.69,19.3,2002,3108.80829015544,62.176165803108816,연립/다세대,적정보증금,고월세,126.933612,37.49513
더하우스(244-17),논현동 244-17,3층,2020 6 29,"     1,500/        55",14.04,4.2,2013,5654.7619047619055,130.95238095238096,연립/다세대,적정보증금,고월세,127.036392,37.485822
(450-7),도곡동 450-7,5층,2020 6 4,"     2,000/       130",59.04,17.9,2012,1117.31843575419,72.62569832402234,연립/다세대,적정보증금,고월세,126.932079,37.615314
도곡르비앙,도곡동 951-7,5층,2020 6 6,"     1,000/        50",13.2,4.0,2013,3041.4237767178947,130.43190249072606,연립/다세대,적정보증금,고월세,126.929626,37.559608
항덕빌딩,도곡동 959-17,5층,2020 6 8,"    10,000/        85",61.48,18.6,2004,5376.344086021505,45.698924731182785,연립/다세대,적정보증금,고월세,126.928259,37.623416
(122-25),홍제동 122-25,1층,2020 6 3,"     2,000/        40",32.46,9.8,1993,2040.8163265306118,40.81632653061224,연립/다세대,적정보증금,고월세,126.930775,37.61620300000001
서강파크빌,홍제동 367-14,2층,2020 6 24,"     3,000/        60",35.6,10.8,2014,2777.777777777778,55.55555555555557,연립/다세대,적정보증금,고월세,126.927927,37.622034
공간휴(62-12),대현동 62-12,4층,2020 6 12,"     1,000/        52",12.43,3.8,2012,2704.6783625730995,140.64327485380116,연립/다세대,적정보증금,고월세,126.928359,37.580897
(90-55),창천동 90-55,1층,2020 6 2,"     3,000/        42",12.87,3.9,2011,7692.307692307693,107.69230769230772,연립/다세대,적정보증금,고월세,126.930457,37.623372
동진주택1동,연희동 142-31,2층,2020 6 9,"     1,000/        50",43.11,13.0,1986,769.2307692307692,38.46153846153846,연립/다세대,적정보증금,고월세,126.927679,37.624311
(287-18),연희동 287-18,3층,2020 6 24,"     1,000/        45",44.47,13.5,2001,767.1957671957672,54.76190476190475,연립/다세대,적정보증금,고월세,126.92182,37.623708
무브빌,북가좌동 329-20,3층,2020 6 13,       300/        30,15.5,4.7,2003,638.2978723404252,63.829787234042556,연립/다세대,적정보증금,고월세,126.903584,37.616656
위산렉스빌B동,북가좌동 329-34,2층,2020 6 26,"     1,000/        60",41.31,12.5,2013,1600.0,48.0,연립/다세대,적정보증금,고월세,126.91142,37.583355
태양아트빌,남가좌동 3-90,2층,2020 6 8,"     3,000/        60",41.69,12.6,2014,2380.952380952381,47.61904761904761,연립/다세대,적정보증금,고월세,126.904755,37.617082
드림캐슬3,남가좌동 322-13,3층,2020 6 22,       500/        45,12.99,3.9,2012,1266.025641025641,113.94230769230772,연립/다세대,적정보증금,고월세,126.940655,37.4985
오페라빌,상도동 465-11,2층,2020 6 8,"     3,000/       100",60.56,18.3,2009,1639.3442622950818,54.644808743169406,연립/다세대,적정보증금,고월세,126.924183,37.608313
신양그린빌라,상도동 313-4,3층,2020 6 9,"     2,000/        70",51.83,15.7,1996,1273.8853503184716,44.5859872611465,연립/다세대,적정보증금,고월세,126.916023,37.589146
(17-52),상도동 17-52,3층,2020 6 13,"     1,000/        55",21.24,6.4,2003,1562.5,85.9375,연립/다세대,적정보증금,고월세,126.926076,37.595617
낙원빌라,상도동 256-186,2층,2020 6 16,"     2,000/        85",62.79,19.0,1995,1052.6315789473683,44.73684210526316,연립/다세대,적정보증금,고월세,126.917105,37.595742
네이처 Vill,상도동 214-13,3층,2020 6 19,"     3,000/        65",29.79,9.0,2016,3333.333333333333,72.22222222222223,연립/다세대,적정보증금,고월세,126.914397,37.588086
(22-108),상도동 22-108,4층,2020 6 23,"     1,000/        60",16.43,5.0,2019,4938.889898397607,84.04289111056029,연립/다세대,적정보증금,고월세,126.955673,37.495309000000006
신성빌라트,상도동 7-10,2층,2020 6 23,"     5,000/        60",48.56,14.7,2002,3401.3605442176868,40.81632653061224,연립/다세대,적정보증금,고월세,126.916368,37.595024
