건물명,주소,층,거래일,거래금액,면적,평,건축년도,10평보증금평균,10평월세평균,건물형태,보증금평가,월세평가,경도,위도
	(118-49)	,응암동 118-49,3층,2020 10 12,500/43,21.45,6.5,2005,3693.438914027149,42.26809954751131,오피스텔,적정보증금,고월세,126.91727220000001,37.59699295
래디앙,응암동 109-12,3층,2020 10 13,"1,000/55",34.23,10.4,2003,4061.992438160663,43.443549138642595,오피스텔,적정보증금,고월세,126.9211861,37.59937453
캐스텔가든,응암동 89-1,4층,2020 10 13,"4,000/50",28.04,8.5,2017,2953.4634366567134,67.75825714901345,오피스텔,적정보증금,고월세,126.9212344,37.60135954
힐 오피스텔,응암동 89-30,5층,2020 10 21,500/52,22.92,6.9,2004,724.6376811594204,75.3623188405797,오피스텔,적정보증금,고월세,126.9210601,37.60080172
이레오피스텔,응암동 30-1,7층,2020 10 26,"1,000/58",18.03,5.5,2018,3636.363636363636,93.63636363636364,오피스텔,적정보증금,고월세,126.93651770000001,37.599238
삼정 이오니아,하계동 256-13,7층,2020 10 10,"4,000/38",26.91,8.1,2003,4692.760942760941,42.66273849607185,오피스텔,적정보증금,고월세,127.07392649999998,37.63984927
마블러스2,상계동 341-15,7층,2020 10 26,"1,500/40",25.62,7.8,2003,1923.0769230769235,51.282051282051285,오피스텔,적정보증금,고월세,127.0647747,37.65645149
마블러스1,상계동 341-7,4층,2020 10 26,"11,000/0",25.53,7.7,2003,4707.7922077922085,47.88961038961038,오피스텔,적정보증금,고월세,127.0646084,37.65627797
파라다이스텔에스비,연희동 80-7,11층,2020 10 6,500/50,15.94,4.8,2003,1385.4679802955663,93.49343185550084,오피스텔,적정보증금,고월세,126.93482490000001,37.57122026
	(188-57)	,연희동 188-57,4층,2020 10 31,"5,000/35",18.9,5.7,2003,9725.877192982458,51.04166666666666,오피스텔,적정보증금,고월세,126.9303044,37.56649795
정연 지오빌,연희동 122-3,6층,2020 10 31,"16,000/0",36.0,10.9,2002,9520.243741253304,38.638528222671425,오피스텔,적정보증금,고월세,126.9309479,37.56964182
대원쉐르빌,쌍문동 601,4층,2020 11 9,"3,000/80",65.44,19.8,2015,1515.1515151515148,40.40404040404041,오피스텔,적정보증금,고월세,127.03925,37.65743845
경일오피스텔,숭인동 1367,3층,2020 11 27,"2,000/38",20.14,6.1,2005,3222.1580486032562,64.94559831448319,오피스텔,적정보증금,고월세,127.0229505,37.57488710000001
삼성골드캐슬,을지로5가 273-2,5층,2020 11 18,500/65,24.92,7.5,2004,6091.787439613526,61.11111111111111,오피스텔,적정보증금,고월세,127.0021591,37.56620727
암사오피스텔,암사동 502-13,3층,2020 11 2,"1,000/50",28.24,8.5,2010,885.8543417366948,65.12605042016807,오피스텔,적정보증금,고월세,127.1273744,37.55114017
한강시티라이프,암사동 441,5층,2020 11 18,"2,000/45",27.63,8.4,2003,5814.2269253380355,39.05790711346267,오피스텔,적정보증금,고월세,127.1297311,37.55537511
대동피렌체리버,천호동 442-34,13층,2020 11 5,"15,500/0",31.08,9.4,2004,4494.556001271597,44.61141905871565,오피스텔,적정보증금,고월세,127.1239504,37.54115353
베스트 트레드빌,구의동 243-2,12층,2020 11 2,"2,000/50",26.84,8.1,2004,6291.858307108852,40.46639231824417,오피스텔,적정보증금,고월세,127.0888012,37.53851673
다성리버텔,구의동 218-12,6층,2020 11 4,"10,000/40",33.97,10.3,2002,9708.737864077671,38.83495145631068,오피스텔,적정보증금,고월세,127.092726,37.53896484
크레신타워3차,구의동 246-14,9층,2020 11 5,"3,000/50",25.35,7.7,2006,8327.721661054995,44.87734487734487,오피스텔,적정보증금,고월세,127.08438290000001,37.53704383
신한넥스텔,도선동 14,14층,2020 11 2,500/45,19.63,5.9,1998,3114.684495284963,58.9308996088657,오피스텔,적정보증금,고월세,127.0357587,37.56371712
성동샤르망,행당동 192-29,5층,2020 11 14,"3,000/50",24.84,7.5,2004,3067.5048018159605,70.34398463418894,오피스텔,적정보증금,고월세,127.0367835,37.56488897
광남 제니텔,삼선동5가 298-10,6층,2020 11 18,"2,000/85",51.09,15.5,2003,1962.5022009313736,56.566769680374136,오피스텔,적정보증금,고월세,127.01609280000001,37.58911972
DK빌딩,공덕동 27-4,7층,2020 11 11,"1,000/85",25.49,7.7,2020,1099.8010998010998,95.73534573534573,오피스텔,적정보증금,고월세,126.9607131,37.54980855
소담더블린,영등포동3가 1-9,10층,2020 11 23,"10,000/0",15.58,4.7,2018,8672.19135873616,60.22029613578909,오피스텔,적정보증금,고월세,126.9106725,37.51853089
양재동 오피스텔,양재동 208-8,5층,2020 11 7,"3,000/65",37.38,11.3,2001,2654.867256637168,57.52212389380532,오피스텔,적정보증금,고월세,127.03448540000001,37.46544456
	(728)	,우면동 728,5층,2020 11 19,500/45,13.86,4.2,2013,3084.336932447397,98.73627260981914,오피스텔,적정보증금,고월세,127.0250898,37.46357416
강남역 롯데골드로즈,서초동 1330-6,8층,2020 11 4,"1,000/75",33.23,10.1,2004,5645.378917591007,56.0462108240899,오피스텔,적정보증금,고월세,127.0282659,37.49315307
우남네오폴리스,봉천동 1597-1,6층,2020 11 6,"4,000/39",19.8,6.0,2005,6904.7619047619055,64.04761904761905,오피스텔,적정보증금,고월세,126.9525662,37.4779544
예림오피스텔,봉천동 883-3,5층,2020 11 12,"3,000/30",18.81,5.7,2004,5263.157894736842,52.631578947368425,오피스텔,적정보증금,고월세,126.9489176,37.48113384
이아오피스텔,봉천동 881-2,3층,2020 11 14,"1,000/38",16.5,5.0,2003,9200.0,61.6,오피스텔,적정보증금,고월세,126.9479691,37.48039964
마이죤,봉천동 876-16,3층,2020 11 14,"3,500/27",19.8,6.0,2004,4166.666666666667,56.111111111111114,오피스텔,적정보증금,고월세,126.94909879999999,37.48067548
청룡2오피스텔,봉천동 881-30,7층,2020 11 17,"18,000/0",26.88,8.1,2004,8387.799564270153,58.82352941176471,오피스텔,적정보증금,고월세,126.9476689,37.48003415
씨티 빌,봉천동 875-5,8층,2020 11 17,500/50,17.82,5.4,2002,1342.5925925925924,84.87654320987653,오피스텔,적정보증금,고월세,126.9494689,37.48107667
예성유토피아(187-4),구로동 187-4,9층,2020 11 25,"2,000/80",38.6,11.7,2005,5384.615384615386,50.624589086127536,오피스텔,적정보증금,고월세,126.8994928,37.48542342
진오피스텔,개봉동 403-18,5층,2020 11 26,"7,000/41",19.05,5.8,2012,9482.758620689654,37.06896551724138,오피스텔,적정보증금,고월세,126.8559001,37.49422302
칸타빌레5차,오류동 59-20,5층,2020 11 26,"1,000/60",21.47,6.5,2019,8721.678321678322,52.13986013986013,오피스텔,적정보증금,고월세,126.8457585,37.49665269
아크로펠리스,오류동 46-2,11층,2020 11 28,500/42,18.0,5.4,2004,4855.52334176187,54.01172052548197,오피스텔,적정보증금,고월세,126.8419135,37.49460192
상도 프라이드 522,상도1동 522,9층,2020 11 30,"3,000/80",21.72,6.6,2020,4545.454545454546,121.21212121212122,오피스텔,적정보증금,고월세,126.9503419,37.50607308
	(636-1)	,등촌동 636-1,4층,2020 11 17,"2,000/47",30.24,9.1,1997,2747.2527472527468,47.80219780219781,오피스텔,적정보증금,고월세,126.8606398,37.55648406
에이탑오피스텔,화곡동 70-5,3층,2020 11 11,"3,000/40",30.0,9.1,2003,3296.703296703297,43.956043956043956,오피스텔,적정보증금,고월세,126.84511869999999,37.54555685
아델스하임,화곡동 925-22,5층,2020 11 21,"1,000/60",25.94,7.8,2020,7905.982905982905,51.282051282051285,오피스텔,적정보증금,고월세,126.84229840000002,37.52917403
더스위트캐슬,역삼동 603-5,13층,2020 11 5,"1,000/100",20.61,6.2,2015,1612.9032258064515,153.22580645161293,오피스텔,적정보증금,고월세,127.0297064,37.50575437
디오빌,개포동 1236-4,4층,2020 11 2,"1,000/50",24.67,7.5,2005,2555.8069381598793,69.34389140271493,오피스텔,적정보증금,고월세,127.04608359999999,37.47725849
(1237-3),개포동 1237-3,3층,2020 11 17,"5,000/70",29.95,9.1,2020,3570.5142745614007,81.97021939794931,오피스텔,적정보증금,고월세,127.04585349999999,37.47809764
(383-19),월계동 383-19,5층,2020 11 18,"1,000/45",15.15,4.6,2018,2569.0131124913723,107.38205031683296,오피스텔,적정보증금,고월세,127.0596225,37.62275091
스테이션빌 빌딩,공릉동 383-7,5층,2020 11 4,"1,000/50",25.65,7.8,2004,1282.051282051282,64.1025641025641,오피스텔,적정보증금,고월세,127.0724007,37.62604194
엘네스트빌 오피스텔,공릉동 653-5,5층,2020 11 14,500/45,22.8,6.9,2003,4615.283267457179,39.40579710144928,오피스텔,적정보증금,고월세,127.0788973,37.61916242
토마토파르코,상계동 1267,8층,2020 11 17,"1,000/60",36.77,11.1,2005,3853.6547218361748,36.87181928543631,오피스텔,적정보증금,고월세,127.05583500000002,37.68018577
새롬스타빌,중계동 360-12,5층,2020 11 23,500/45,28.2,8.5,2002,839.3617195480948,57.272419235580045,오피스텔,적정보증금,고월세,127.07629779999999,37.64849501
바인르미에르,용두동 130-4,13층,2020 11 3,"3,000/75",36.41,11.0,2017,1994.9494949494947,74.49494949494948,오피스텔,적정보증금,고월세,127.0312494,37.57822671
신설동역대우아이빌(236-4),용두동 236-4,3층,2020 11 9,"3,000/50",30.29,9.2,2004,4892.742121002992,46.3825626869105,오피스텔,적정보증금,고월세,127.0289718,37.57695784
엔트라리움,대현동 90-26,3층,2020 11 16,60/34,17.6,5.3,2019,113.2075471698113,65.09433962264151,오피스텔,적정보증금,고월세,126.9436108,37.55768219
SONG'S 8,대현동 56-119,7층,2020 11 30,"1,000/73",20.3,6.1,2015,7103.825136612021,90.98360655737707,오피스텔,적정보증금,고월세,126.9450503,37.5584216
아남오피스텔,창천동 20-41,15층,2020 11 6,"1,000/65",28.5,8.6,2004,3488.372093023256,63.95348837209302,오피스텔,적정보증금,고월세,126.9392853,37.55624677
연희체스트빌,연희동 218-1,4층,2020 11 27,"1,000/50",16.83,5.1,2005,6985.29411764706,83.33333333333334,오피스텔,적정보증금,고월세,126.92850190000001,37.56422131
북한산현대렉시온오피스텔,방학동 719-2,10층,2020 12 23,500/50,26.4,8.0,2004,1863.26574292543,56.85370866054122,오피스텔,적정보증금,고월세,127.0447757,37.66899563
창동 SR스타빌,창동 135-28,5층,2020 12 7,500/45,28.5,8.6,2003,656.4159607935254,55.85229863615637,오피스텔,적정보증금,고월세,127.0471354,37.65251829
삼성쉐르빌퍼스티,창동 659-29,5층,2020 12 16,"1,500/55",35.35,10.7,2004,1027.9709615611735,54.09347322999586,오피스텔,적정보증금,고월세,127.03477290000001,37.64791879
창동신원리베르텔,창동 338,6층,2020 12 17,500/55,32.76,9.9,2003,582.4781218104672,54.7276138978791,오피스텔,적정보증금,고월세,127.04592770000001,37.651474
북한산 드림시티,창동 623-48,12층,2020 12 31,"21,500/0",29.89,9.0,2020,7606.8376068376065,59.23076923076921,오피스텔,적정보증금,고월세,127.0362183,37.64441196
도봉 투웨니퍼스트 1단지,도봉동 62-3,14층,2020 12 11,"1,000/63",29.66,9.0,2017,3705.555555555556,54.8888888888889,오피스텔,적정보증금,고월세,127.04706170000001,37.68266939
향도 드림네스트,목동 909-4,9층,2020 12 30,"2,000/70",37.2,11.3,2004,3501.238440187695,62.76215725078725,오피스텔,적정보증금,고월세,126.88474,37.53767241
광화문시대,내수동 74,17층,2020 12 30,"1,000/75",31.37,9.5,2004,8033.017346318277,54.369055653977746,오피스텔,적정보증금,고월세,126.9731567,37.57379438
두산위브파빌리온,수송동 58,3층,2020 12 3,"1,000/85",37.42,11.3,2004,4947.201454582444,62.33637536873154,오피스텔,적정보증금,고월세,126.9818284,37.57255789
아르젠종로,연지동 163-3,4층,2020 12 7,"1,500/55",18.33,5.5,2015,2727.2727272727275,100.0,오피스텔,적정보증금,고월세,126.9987372,37.573240999999996
동양파라빌,숭인동 1388,5층,2020 12 12,"1,000/55",27.09,8.2,2005,4654.132791327909,53.63211382113822,오피스텔,적정보증금,고월세,127.02285390000002,37.57401358
디세븐,숭인동 313-12,13층,2020 12 26,500/50,18.07,5.5,2014,5880.047282393639,70.26486628996078,오피스텔,적정보증금,고월세,127.0162506,37.57232755
아리스타 에스디,신당동 160-1,5층,2020 12 24,"1,000/73",18.66,5.6,2018,3887.8446115288216,124.69298245614037,오피스텔,적정보증금,고월세,127.0223765,37.56516974
올리브1,황학동 808,7층,2020 12 7,"5,000/35",25.05,7.6,2004,4887.218045112782,50.751879699248114,오피스텔,적정보증금,고월세,127.0233281,37.56616957
고덕역 갑을명가시티 오피스텔,명일동 47-2,14층,2020 12 30,500/55,17.86,5.4,2018,8443.458903432003,62.729930519570246,오피스텔,적정보증금,고월세,127.1547669,37.55405361
	(500-9)	,암사동 500-9,3층,2020 12 17,500/47,27.51,8.3,2004,1348.6782952706344,53.39267517832524,오피스텔,적정보증금,고월세,127.1287045,37.55188898
강동아너스빌,성내동 199-17,12층,2020 12 5,"1,000/55",29.25,8.8,2002,888.0037488284911,62.242268041237104,오피스텔,적정보증금,고월세,127.13406210000001,37.53403022
브라운스톤천호,성내동 64-13,14층,2020 12 16,"16,000/63",59.9,18.1,2007,7298.504836088455,47.21020876882848,오피스텔,적정보증금,고월세,127.12374070000001,37.53796438
지·오오피스텔,중곡동 92-3,2층,2020 12 22,"3,000/30",26.85,8.1,2002,2487.6543209876545,47.26851851851853,오피스텔,적정보증금,고월세,127.08852140000002,37.55588164
그랜드파크 오피스텔,구의동 76-1,7층,2020 12 8,"4,000/44",19.4,5.9,2017,9430.497344738766,63.36733233694788,오피스텔,적정보증금,고월세,127.0893636,37.55137445
웰츠타워,구의동 252-16,15층,2020 12 9,"1,000/86",24.82,7.5,2015,1279.8813080503228,110.45854927545065,오피스텔,적정보증금,고월세,127.08377,37.53818751
센트럴빌,구의동 253-19,10층,2020 12 14,"1,000/60",32.19,9.7,2003,2264.234734337827,55.4829500396511,오피스텔,적정보증금,고월세,127.0832248,37.54472965
신도브래뉴오피스텔,구의동 251-34,6층,2020 12 15,"1,000/60",31.2,9.4,2003,3387.590380992824,55.71294212391099,오피스텔,적정보증금,고월세,127.0834879,37.540014
왕십리역이스타빌,행당동 287-15,7층,2020 12 31,"1,000/65",21.91,6.6,2006,5800.2471450589355,70.29138832714384,오피스텔,적정보증금,고월세,127.0345929,37.56120627
청재오피스텔,성수동1가 72-71,3층,2020 12 9,"3,000/80",34.16,10.3,1997,4189.718073031747,54.35456552641925,오피스텔,적정보증금,고월세,127.0492132,37.54138955
뚝섬리버빌,성수동1가 13-117,2층,2020 12 16,"16,500/0",33.94,10.3,2005,6174.1133960868165,52.38341955292932,오피스텔,적정보증금,고월세,127.0498815,37.5494781
Biz-Well 성수,성수동1가 33-21,3층,2020 12 20,"3,000/37",24.65,7.5,2004,4895.2962260023,50.040361390115116,오피스텔,적정보증금,고월세,127.04966780000001,37.54160785
성원상떼뷰오피스텔,성수동2가 277-37,4층,2020 12 14,"12,500/0",24.84,7.5,2003,7195.484254307787,42.103386809269146,오피스텔,적정보증금,고월세,127.0625129,37.54369114
성수동램킨중흥S클래스오피스텔,성수동2가 277-101,7층,2020 12 31,"13,000/0",18.33,5.5,2013,4867.768595041322,87.35537190082646,오피스텔,적정보증금,고월세,127.0613784,37.54465419
어반 오피스텔,용답동 229-10,3층,2020 12 29,"1,000/64",20.46,6.2,2013,2761.7733163279054,97.64412677513396,오피스텔,적정보증금,고월세,127.06202379999999,37.56120561
골든타워,동선동4가 111-1,10층,2020 12 8,"1,000/70",24.46,7.4,2005,1370.6563706563707,95.94594594594594,오피스텔,적정보증금,고월세,127.0182383,37.59416073
벨라미아 오피스텔,동선동4가 295-4,2층,2020 12 26,"12,600/0",21.77,6.6,2011,8457.354994039779,62.70201530052074,오피스텔,적정보증금,고월세,127.0199729,37.59572206
	(119-9)	,안암동2가 119-9,5층,2020 12 26,"1,000/45",25.2,7.6,2002,1315.7894736842104,59.21052631578948,오피스텔,적정보증금,고월세,127.02444440000001,37.58664012
공간오피스텔,가산동 237-9,5층,2020 12 22,500/40,16.66,5.0,2004,2690.909090909091,63.27272727272727,오피스텔,적정보증금,고월세,126.88932849999999,37.47345432
가산 센트럴 푸르지오 시티,가산동 233-5,20층,2020 12 28,500/45,17.69,5.4,2020,8622.716820851745,64.03812875609347,오피스텔,적정보증금,고월세,126.89084199999999,37.47553641
가산대명벨리온,가산동 776,5층,2020 12 28,500/50,16.61,5.0,2017,9119.445551895562,63.54206220904084,오피스텔,적정보증금,고월세,126.87779760000001,37.47844428
삼부르네상스플러스,독산동 953,3층,2020 12 21,"1,000/40",18.81,5.7,2004,2923.976608187134,64.32748538011695,오피스텔,적정보증금,고월세,126.9004775,37.478554100000004
산들파크빌2,시흥동 992-63,4층,2020 12 28,"3,000/35",27.2,8.2,2005,3658.536585365854,42.6829268292683,오피스텔,적정보증금,고월세,126.8993074,37.452599600000006
효성인텔리안,아현동 733,8층,2020 12 30,"2,000/55",25.75,7.8,2005,7630.809272802666,49.79060016472991,오피스텔,적정보증금,고월세,126.956801,37.5524864
마포 에스케이 허브 블루,아현동 737,14층,2020 12 31,"22,500/0",34.95,10.6,2006,8105.7664426042675,47.40342623418165,오피스텔,적정보증금,고월세,126.95651770000002,37.55199734
공덕오피스타,공덕동 12-98,15층,2020 12 1,"2,000/45",16.13,4.9,2013,7275.640046308672,72.1947152891608,오피스텔,적정보증금,고월세,126.960454,37.54944467
파크빌,영등포동1가 31-6,2층,2020 12 17,500/60,18.1,5.5,2019,3787.878787878788,102.12121212121212,오피스텔,적정보증금,고월세,126.9146798,37.51802003
